epoch,batch,loss_group:0,loss_group:1,loss_group:2,loss_group:3,loss_group:4,loss_group:5,loss_group:6,loss_group:7,loss_group:8,loss_group:9,loss_group:10,loss_group:11,loss_group:12,loss_group:13,loss_group:14,loss_group:15,loss_group:16,loss_group:17,loss_group:18,loss_group:19,loss_group:20,loss_group:21,loss_group:22,loss_avg,mse_group:0,mse_group:1,mse_group:2,mse_group:3,mse_group:4,mse_group:5,mse_group:6,mse_group:7,mse_group:8,mse_group:9,mse_group:10,mse_group:11,mse_group:12,mse_group:13,mse_group:14,mse_group:15,mse_group:16,mse_group:17,mse_group:18,mse_group:19,mse_group:20,mse_group:21,mse_group:22,mse_avg,objective,alpha_group:0,alpha_group:1,alpha_group:2,alpha_group:3,alpha_group:4,alpha_group:5,alpha_group:6,alpha_group:7,alpha_group:8,alpha_group:9,alpha_group:10,alpha_group:11,alpha_group:12,alpha_group:13,alpha_group:14,alpha_group:15,alpha_group:16,alpha_group:17,alpha_group:18,alpha_group:19,alpha_group:20,alpha_group:21,alpha_group:22,count_group:0,count_group:1,count_group:2,count_group:3,count_group:4,count_group:5,count_group:6,count_group:7,count_group:8,count_group:9,count_group:10,count_group:11,count_group:12,count_group:13,count_group:14,count_group:15,count_group:16,count_group:17,count_group:18,count_group:19,count_group:20,count_group:21,count_group:22,count
0,50,nan,nan,nan,1.5091311931610107,nan,1.3914545774459839,nan,2.2449541091918945,nan,1.2895569801330566,0.7755684852600098,2.379276752471924,nan,0.9629441499710083,1.108224868774414,nan,2.606027364730835,nan,nan,3.3084535598754883,3.142914056777954,2.2014195919036865,1.1916145086288452,1.8602804911136634,nan,nan,nan,1.5091311931610107,nan,1.3914545774459839,nan,2.2449541091918945,nan,1.2895569801330566,0.7755684852600098,2.379276752471924,nan,0.9629441499710083,1.108224868774414,nan,2.606027364730835,nan,nan,3.3084535598754883,3.142914056777954,2.2014195919036865,1.1916145086288452,1.8602804911136634,1.7364991667866703,nan,nan,nan,0.07757434248924255,nan,0.07773743569850922,nan,0.07739794254302979,nan,0.07731957733631134,0.07481228560209274,0.08026345819234848,nan,0.07753603905439377,0.0779392272233963,nan,0.0755423977971077,nan,nan,0.0756288394331932,0.07521314918994904,0.07509417086839676,0.07803063839673996,0.0,0.0,0.0,118.0,0.0,113.0,0.0,112.0,0.0,131.0,131.0,120.0,0.0,114.0,135.0,0.0,122.0,0.0,0.0,128.0,132.0,126.0,118.0,1600
0,100,nan,nan,nan,0.4846763014793396,nan,0.4545922875404358,nan,0.4221705496311188,nan,0.39916399121284485,0.33834779262542725,0.3244876265525818,nan,0.3115420341491699,0.5851006507873535,nan,0.41286298632621765,nan,nan,0.26545098423957825,0.2628403902053833,0.41935157775878906,0.6148009896278381,0.4058088323473929,nan,nan,nan,0.4846763014793396,nan,0.4545922875404358,nan,0.4221705496311188,nan,0.39916399121284485,0.33834779262542725,0.3244876265525818,nan,0.3115420341491699,0.5851006507873535,nan,0.41286298632621765,nan,nan,0.26545098423957825,0.2628403902053833,0.41935157775878906,0.6148009896278381,0.4058088323473929,0.36199643880128857,nan,nan,nan,0.07783221453428268,nan,0.07743334770202637,nan,0.07757224887609482,nan,0.07728760689496994,0.07421977818012238,0.08073535561561584,nan,0.07753816246986389,0.07824406772851944,nan,0.07535165548324585,nan,nan,0.0754508376121521,0.07458716630935669,0.07531392574310303,0.07849748432636261,0.0,0.0,0.0,124.0,0.0,112.0,0.0,125.0,0.0,137.0,128.0,113.0,0.0,126.0,109.0,0.0,140.0,0.0,0.0,123.0,122.0,117.0,124.0,1600
0,150,nan,nan,nan,0.3474554717540741,nan,0.2578343451023102,nan,0.47028255462646484,nan,0.4518694281578064,0.29022812843322754,0.32046037912368774,nan,0.32958725094795227,0.5471998453140259,nan,0.3731943964958191,nan,nan,0.21283698081970215,0.28583258390426636,0.3569919764995575,0.5305638909339905,0.36714151650667215,nan,nan,nan,0.3474554717540741,nan,0.2578343451023102,nan,0.47028255462646484,nan,0.4518694281578064,0.29022812843322754,0.32046037912368774,nan,0.32958725094795227,0.5471998453140259,nan,0.3731943964958191,nan,nan,0.21283698081970215,0.28583258390426636,0.3569919764995575,0.5305638909339905,0.36714151650667215,0.32584645688533775,nan,nan,nan,0.07792339473962784,nan,0.0769519954919815,nan,0.07772423326969147,nan,0.07750479131937027,0.07372899353504181,0.08068549633026123,nan,0.07711697369813919,0.07911225408315659,nan,0.07523904740810394,nan,nan,0.07513346523046494,0.0741276666522026,0.0756361111998558,0.07917992770671844,0.0,0.0,0.0,124.0,0.0,109.0,0.0,112.0,0.0,120.0,129.0,125.0,0.0,135.0,140.0,0.0,118.0,0.0,0.0,133.0,119.0,120.0,116.0,1600
0,200,nan,nan,nan,0.3635941445827484,nan,0.3372334837913513,nan,0.5396239757537842,nan,0.3256138563156128,0.24168777465820312,0.2895395755767822,nan,0.39450615644454956,0.6267762780189514,nan,0.38876524567604065,nan,nan,0.18863530457019806,0.27786868810653687,0.29488304257392883,0.5359541177749634,0.37295037478208526,nan,nan,nan,0.3635941445827484,nan,0.3372334837913513,nan,0.5396239757537842,nan,0.3256138563156128,0.24168777465820312,0.2895395755767822,nan,0.39450615644454956,0.6267762780189514,nan,0.38876524567604065,nan,nan,0.18863530457019806,0.27786868810653687,0.29488304257392883,0.5359541177749634,0.37295037478208526,0.3473614662885666,nan,nan,nan,0.07798547297716141,nan,0.07599572837352753,nan,0.07848028838634491,nan,0.07766910642385483,0.0734466165304184,0.07992574572563171,nan,0.07712259143590927,0.08034233003854752,nan,0.07522460073232651,nan,nan,0.0746053159236908,0.07355460524559021,0.07556957751512527,0.08004538714885712,0.0,0.0,0.0,137.0,0.0,121.0,0.0,106.0,0.0,127.0,99.0,134.0,0.0,127.0,139.0,0.0,108.0,0.0,0.0,114.0,125.0,131.0,132.0,1600
0,250,nan,nan,nan,0.2907898426055908,nan,0.2796933948993683,nan,0.4066939353942871,nan,0.41661766171455383,0.3764415383338928,0.227271169424057,nan,0.36782360076904297,0.5438256859779358,nan,0.3591771423816681,nan,nan,0.17611604928970337,0.29972043633461,0.18188118934631348,0.4832909405231476,0.3377524027228356,nan,nan,nan,0.2907898426055908,nan,0.2796933948993683,nan,0.4066939353942871,nan,0.41661766171455383,0.3764415383338928,0.227271169424057,nan,0.36782360076904297,0.5438256859779358,nan,0.3591771423816681,nan,nan,0.17611604928970337,0.29972043633461,0.18188118934631348,0.4832909405231476,0.3377524027228356,0.3122980457544326,nan,nan,nan,0.07789823412895203,nan,0.07530669122934341,nan,0.07832537591457367,nan,0.07796387374401093,0.07354538887739182,0.07959531992673874,nan,0.07732201367616653,0.08168904483318329,nan,0.0751875638961792,nan,nan,0.07387956976890564,0.07323425263166428,0.07538983970880508,0.08072488009929657,0.0,0.0,0.0,120.0,0.0,117.0,0.0,117.0,0.0,128.0,129.0,103.0,0.0,127.0,120.0,0.0,119.0,0.0,0.0,132.0,106.0,153.0,129.0,1600
0,300,nan,nan,nan,0.25733813643455505,nan,0.21905522048473358,nan,0.4388285279273987,nan,0.3589380979537964,0.328346848487854,0.20722180604934692,nan,0.3549647629261017,0.5755365490913391,nan,0.4180595576763153,nan,nan,0.18215754628181458,0.26872941851615906,0.3097871243953705,0.47110942006111145,0.33778518855571743,nan,nan,nan,0.25733813643455505,nan,0.21905522048473358,nan,0.4388285279273987,nan,0.3589380979537964,0.328346848487854,0.20722180604934692,nan,0.3549647629261017,0.5755365490913391,nan,0.4180595576763153,nan,nan,0.18215754628181458,0.26872941851615906,0.3097871243953705,0.47110942006111145,0.33778518855571743,0.30220092207193383,nan,nan,nan,0.07763824611902237,nan,0.07501799613237381,nan,0.07824312895536423,nan,0.07800357788801193,0.07367654144763947,0.07870195060968399,nan,0.07746589928865433,0.08256634324789047,nan,0.07566651701927185,nan,nan,0.07353980094194412,0.07327848672866821,0.07502139359712601,0.08120550215244293,0.0,0.0,0.0,119.0,0.0,111.0,0.0,123.0,0.0,116.0,117.0,134.0,0.0,128.0,109.0,0.0,131.0,0.0,0.0,128.0,111.0,130.0,143.0,1600
0,307,nan,nan,nan,0.26397013664245605,nan,0.21244893968105316,nan,0.37956002354621887,nan,0.27974846959114075,0.24695423245429993,0.2801247537136078,nan,0.2653951942920685,0.1619555652141571,nan,0.30032944679260254,nan,nan,0.19583457708358765,0.2161659449338913,0.22625423967838287,0.9779943823814392,0.32354385099435223,nan,nan,nan,0.26397013664245605,nan,0.21244893968105316,nan,0.37956002354621887,nan,0.27974846959114075,0.24695423245429993,0.2801247537136078,nan,0.2653951942920685,0.1619555652141571,nan,0.30032944679260254,nan,nan,0.19583457708358765,0.2161659449338913,0.22625423967838287,0.9779943823814392,0.32354385099435223,0.28013394493136917,nan,nan,nan,0.07748371362686157,nan,0.07480943202972412,nan,0.07836606353521347,nan,0.07799286395311356,0.07385295629501343,0.07848487794399261,nan,0.07728201150894165,0.08267852663993835,nan,0.07587867230176926,nan,nan,0.07347628474235535,0.07326184958219528,0.07501163333654404,0.08142045140266418,0.0,0.0,0.0,16.0,0.0,19.0,0.0,18.0,0.0,13.0,16.0,20.0,0.0,10.0,10.0,0.0,17.0,0.0,0.0,17.0,6.0,17.0,18.0,197
1,50,nan,nan,nan,0.3141307234764099,nan,0.2210627943277359,nan,0.3784005045890808,nan,0.4263420104980469,0.28569039702415466,0.22005119919776917,nan,0.4467092752456665,0.40438857674598694,nan,0.3820365071296692,nan,nan,0.2069229781627655,0.24552276730537415,0.3454548716545105,0.41237929463386536,0.33109000027179714,nan,nan,nan,0.3141307234764099,nan,0.2210627943277359,nan,0.3784005045890808,nan,0.4263420104980469,0.28569039702415466,0.22005119919776917,nan,0.4467092752456665,0.40438857674598694,nan,0.3820365071296692,nan,nan,0.2069229781627655,0.24552276730537415,0.3454548716545105,0.41237929463386536,0.33109000027179714,0.31187383174896227,nan,nan,nan,0.0774540826678276,nan,0.07440831512212753,nan,0.07851353287696838,nan,0.07845365256071091,0.07396779209375381,0.07801099121570587,nan,0.07711765170097351,0.0827057883143425,nan,0.07631182670593262,nan,nan,0.07329418510198593,0.07304215431213379,0.07507289201021194,0.08172474801540375,0.0,0.0,0.0,131.0,0.0,130.0,0.0,124.0,0.0,129.0,113.0,124.0,0.0,115.0,125.0,0.0,117.0,0.0,0.0,120.0,103.0,139.0,130.0,1600
1,100,nan,nan,nan,0.3977368175983429,nan,0.17715497314929962,nan,0.37763893604278564,nan,0.3371577560901642,0.21706607937812805,0.2223915308713913,nan,0.3294146656990051,0.4952061176300049,nan,0.37095749378204346,nan,nan,0.17734146118164062,0.19196118414402008,0.30218109488487244,0.4445612132549286,0.3107182240486145,nan,nan,nan,0.3977368175983429,nan,0.17715497314929962,nan,0.37763893604278564,nan,0.3371577560901642,0.21706607937812805,0.2223915308713913,nan,0.3294146656990051,0.4952061176300049,nan,0.37095749378204346,nan,nan,0.17734146118164062,0.19196118414402008,0.30218109488487244,0.4445612132549286,0.3107182240486145,0.2789771071076392,nan,nan,nan,0.0777427926659584,nan,0.0736263170838356,nan,0.07893195748329163,nan,0.07903626561164856,0.07386870682239532,0.0772324800491333,nan,0.0771988034248352,0.08267924934625626,nan,0.07650600373744965,nan,nan,0.07301178574562073,0.07245183736085892,0.07519768923521042,0.08257880806922913,0.0,0.0,0.0,131.0,0.0,131.0,0.0,124.0,0.0,134.0,111.0,148.0,0.0,122.0,111.0,0.0,115.0,0.0,0.0,103.0,118.0,126.0,126.0,1600
1,150,nan,nan,nan,0.34759411215782166,nan,0.1833428144454956,nan,0.3105500638484955,nan,0.3468472361564636,0.26067325472831726,0.22367848455905914,nan,0.29216259717941284,0.519196093082428,nan,0.42421960830688477,nan,nan,0.21779364347457886,0.16787613928318024,0.3571697175502777,0.3323480784893036,0.30489667445421204,nan,nan,nan,0.34759411215782166,nan,0.1833428144454956,nan,0.3105500638484955,nan,0.3468472361564636,0.26067325472831726,0.22367848455905914,nan,0.29216259717941284,0.519196093082428,nan,0.42421960830688477,nan,nan,0.21779364347457886,0.16787613928318024,0.3571697175502777,0.3323480784893036,0.30489667445421204,0.2926246389746665,nan,nan,nan,0.07841680198907852,nan,0.07308472692966461,nan,0.07894916832447052,nan,0.07918614149093628,0.07379025220870972,0.0767958015203476,nan,0.07696755975484848,0.08318320661783218,nan,0.07681065052747726,nan,nan,0.07267774641513824,0.07206415385007858,0.07521721720695496,0.08284440636634827,0.0,0.0,0.0,122.0,0.0,121.0,0.0,115.0,0.0,114.0,143.0,111.0,0.0,141.0,111.0,0.0,111.0,0.0,0.0,122.0,118.0,142.0,129.0,1600
