epoch,batch,loss_group:0,loss_group:1,loss_avg,acc_group:0,acc_group:1,acc_avg,objective,alpha_group:0,alpha_group:1,count_group:0,count_group:1,count
0,50,0.5217163562774658,0.45634177327156067,0.4888655972480774,0.7286431789398193,0.7885569334030151,0.7587499999999997,0.4886133775115012,0.47999778389930725,0.5178712010383606,796.0,804.0,1600
0,100,0.1953098028898239,0.1958223283290863,0.19556668221950527,0.929824709892273,0.9289277791976929,0.9293750000000003,0.19680059731006616,0.4972406327724457,0.5045666694641113,798.0,802.0,1600
0,150,0.12362298369407654,0.09818799048662186,0.11073060046881433,0.9607095718383789,0.9667077660560608,0.9637499999999999,0.11071997612714765,0.4993758797645569,0.5043712258338928,789.0,811.0,1600
0,200,0.07169456034898758,0.06008784472942352,0.06601450435817238,0.9730722904205322,0.9910600781440735,0.981875,0.0667149836570024,0.5169646739959717,0.4834687113761902,817.0,783.0,1600
0,250,0.05904558673501015,0.05152106285095215,0.055476145884022096,0.9845423102378845,0.9907774329185486,0.9874999999999999,0.05601167129352688,0.5285993814468384,0.470982164144516,841.0,759.0,1600
0,300,0.04363149404525757,0.04843495413661003,0.046045230217278,0.9912058711051941,0.9900496602058411,0.9906249999999999,0.0468189674243331,0.5414391756057739,0.4585026502609253,796.0,804.0,1600
0,350,0.0481262132525444,0.037242915481328964,0.04279340196400885,0.9852942824363708,0.9936223030090332,0.989375,0.04244248578324913,0.5233299732208252,0.47707030177116394,816.0,784.0,1600
0,400,0.03815346583724022,0.033490195870399475,0.035845149345695965,0.9925742745399475,0.9962121844291687,0.9943749999999999,0.03521243378520012,0.5321406722068787,0.4684528708457947,808.0,792.0,1600
0,450,0.03187244385480881,0.030068378895521164,0.03096026287414132,0.9924145936965942,1.0,0.9962500000000001,0.031137253679335102,0.5601401329040527,0.43945014476776123,791.0,809.0,1600
0,500,0.03539776802062988,0.025885742157697678,0.030671481378376487,0.9900621175765991,0.9974843859672546,0.9937499999999998,0.03037296610884368,0.5613933205604553,0.43906813859939575,805.0,795.0,1600
0,550,0.026999033987522125,0.029587874189019203,0.028303166572004556,0.9911838173866272,0.9962778091430664,0.9937499999999998,0.027663105670362703,0.5502763986587524,0.4496670663356781,794.0,806.0,1600
0,600,0.025809409096837044,0.02485521137714386,0.025323956450447438,0.992366373538971,1.0,0.9962500000000001,0.02540529886260628,0.54329913854599,0.45667481422424316,786.0,814.0,1600
0,650,0.036986056715250015,0.03462711349129677,0.03580805828794836,0.9900126457214355,0.9937421083450317,0.9918749999999998,0.035307748168706875,0.540300190448761,0.45958441495895386,801.0,799.0,1600
0,700,0.02178308740258217,0.022503942251205444,0.022128647360950705,0.9939975738525391,0.9986961483955383,0.9962499999999999,0.021791473254561423,0.5307008028030396,0.46976086497306824,833.0,767.0,1600
0,750,0.026441676542162895,0.019903063774108887,0.023241846766322856,0.9938799738883972,1.0,0.996875,0.023475663848221303,0.5398309826850891,0.45980164408683777,817.0,783.0,1600
0,800,0.01743481680750847,0.016780022531747818,0.017114785425364962,1.0,1.0,1.0,0.017174830343574282,0.5334473252296448,0.46692484617233276,818.0,782.0,1600
0,850,0.03664450719952583,0.027860291302204132,0.032208475694060316,0.988636314868927,0.9987623691558838,0.9937499999999999,0.030980470888316628,0.5546771883964539,0.4452666938304901,792.0,808.0,1600
0,900,0.04106486588716507,0.040128160268068314,0.04058421310037375,0.9922979474067688,0.9939097762107849,0.993125,0.041751384716480974,0.5477582216262817,0.45080095529556274,779.0,821.0,1600
0,950,0.031050965189933777,0.028453288599848747,0.029808957595378147,0.9952096939086914,0.996078372001648,0.995625,0.03013145273551345,0.5384561419487,0.4618947207927704,835.0,765.0,1600
0,1000,0.026159271597862244,0.01942124404013157,0.02278183102607727,0.9949874877929688,1.0,0.9974999999999999,0.02278385151177644,0.5217587351799011,0.4786933958530426,798.0,802.0,1600
0,1050,0.0205366350710392,0.018779652193188667,0.01965924371033907,0.9950062036514282,0.9987484216690063,0.9968750000000002,0.019074915368109936,0.5316042900085449,0.46843093633651733,801.0,799.0,1600
0,1100,0.028887560591101646,0.02518845722079277,0.02704032341018318,0.9925094842910767,1.0,0.99625,0.02656096450984478,0.5385626554489136,0.46290168166160583,801.0,799.0,1600
0,1150,0.02545809932053089,0.030120497569441795,0.02774559007957577,0.9950920343399048,0.996178388595581,0.9956250000000001,0.027248561214655635,0.5142132043838501,0.4863600730895996,815.0,785.0,1600
0,1200,0.036073412746191025,0.02858097478747368,0.032514506187289946,0.9928570985794067,0.998684287071228,0.9956249999999998,0.03170178476721048,0.5100322961807251,0.489670068025589,840.0,760.0,1600
0,1250,0.029944894835352898,0.030038438737392426,0.029992133397608978,0.9962121248245239,0.9962870478630066,0.99625,0.02960013767704367,0.5083813667297363,0.4919312000274658,792.0,808.0,1600
0,1300,0.031839434057474136,0.02719680778682232,0.02954132867977023,0.9950495958328247,0.9949495196342468,0.9949999999999998,0.029339566808193926,0.4873760938644409,0.5125133395195007,808.0,792.0,1600
0,1350,0.02360476925969124,0.024708516895771027,0.02416629798710346,0.9974554777145386,1.0,0.99875,0.024565707705914968,0.49789783358573914,0.5023044347763062,786.0,814.0,1600
0,1400,0.0303859394043684,0.02611338160932064,0.02828971615061164,0.9950920939445496,0.9987260103225708,0.9968749999999997,0.02842041302472353,0.49491646885871887,0.504839301109314,815.0,785.0,1600
0,1450,0.03872023895382881,0.03090733103454113,0.034784489534795286,0.988664984703064,1.0,0.994375,0.03488415360450744,0.5060375928878784,0.49426865577697754,794.0,806.0,1600
