epoch,batch,loss_group:0,loss_group:1,loss_group:2,loss_avg,acc_group:0,acc_group:1,acc_group:2,acc_avg,objective,weight_group:0,weight_group:1,weight_group:2,count_group:0,count_group:1,count_group:2,count
0,8,0.6788099408149719,0.41545411944389343,0.4573785066604614,0.5112347383499145,0.6366559267044067,0.9720670580863953,1.0,0.877000002384186,0.5172437691688537,0.3355047404766083,0.33184143900871277,0.332531601190567,311.0,358.0,331.0,1000
1,8,0.6885761022567749,0.4126664698123932,0.4161423146724701,0.5018668942451477,0.6551724672317505,0.9676470756530762,1.0,0.8790000023841857,0.507918251991272,0.3402213454246521,0.3291468620300293,0.33064496517181396,319.0,340.0,341.0,1000
2,8,0.6884536743164062,0.4076904058456421,0.3941331207752228,0.5078734040260315,0.6836461424827576,0.9554795026779175,1.0,0.8690000052452087,0.5008251934051513,0.3457511067390442,0.32655972242355347,0.32762411236763,373.0,292.0,335.0,1000
3,8,0.6977100968360901,0.37654364109039307,0.3914099931716919,0.48672371411323545,0.6513761281967163,0.9509201645851135,1.0,0.870000006198883,0.49244852781295784,0.3511176109313965,0.3240710198879242,0.32502999901771545,327.0,326.0,347.0,1000
4,8,0.6845266819000244,0.3653719127178192,0.3802054524421692,0.4759813740253448,0.652567982673645,0.9580837488174438,1.0,0.8710000052452087,0.485219139099121,0.35647159814834595,0.3208807110786438,0.32247981429100037,331.0,334.0,335.0,1000
5,8,0.7275902032852173,0.3492189347743988,0.37638789415359497,0.4842386651039124,0.623494029045105,0.9813665151596069,1.0,0.8690000033378601,0.49545819783210754,0.36322021484375,0.31745582818984985,0.31955164670944214,332.0,322.0,346.0,1000
6,8,0.6998472809791565,0.36700764298439026,0.37567955255508423,0.486233199596405,0.6485714316368103,0.9701492786407471,1.0,0.8670000047683716,0.49201668071746824,0.3696766495704651,0.31402862071990967,0.31642165780067444,350.0,335.0,315.0,1000
7,8,0.6703110337257385,0.3564813435077667,0.38432595133781433,0.4657741894721985,0.7012578845024109,0.9765396118164062,1.0,0.8970000014305115,0.48202324175834654,0.37496283650398254,0.3110061287879944,0.3140352964401245,318.0,341.0,341.0,1000
8,8,0.651165246963501,0.38038524985313416,0.4095650911331177,0.48051346516609195,0.6646707653999329,0.9311378002166748,1.0,0.8650000061988831,0.4928979125022888,0.3806590437889099,0.3080725073814392,0.31123751401901245,334.0,334.0,332.0,1000
9,8,0.6798670291900635,0.3512459397315979,0.40987300872802734,0.4814678363800049,0.6666666865348816,0.9735294580459595,1.0,0.8780000038146972,0.4961635904312134,0.3859594166278839,0.3047216832637787,0.30938369035720825,339.0,340.0,321.0,1000
10,8,0.6698687076568604,0.36093732714653015,0.40466758608818054,0.4731162037849426,0.662420392036438,0.9616520404815674,0.9567723870277405,0.8660000061988831,0.49613786530494697,0.3916589319705963,0.30136871337890625,0.30694276094436646,314.0,339.0,347.0,1000
11,8,0.6737039685249329,0.37566936016082764,0.408121258020401,0.4853643791675567,0.6636636853218079,0.9478261470794678,0.9596273899078369,0.8570000066757202,0.5011494653224945,0.3969011604785919,0.2982872724533081,0.3046950697898865,333.0,345.0,322.0,1000
12,8,0.675896406173706,0.34238460659980774,0.39412036538124084,0.46479539871215825,0.6772152185440063,0.9718309640884399,0.9665654301643372,0.8770000033378599,0.4949180698394775,0.4028014540672302,0.2949972152709961,0.30244699120521545,316.0,355.0,329.0,1000
13,8,0.630160391330719,0.36347687244415283,0.3983844518661499,0.46541466665267944,0.6923075914382935,0.9228395223617554,0.9556213021278381,0.8560000009536743,0.4847134656906128,0.4078693389892578,0.2917594909667969,0.3003098964691162,338.0,324.0,338.0,1000
14,8,0.6799398064613342,0.36898812651634216,0.41144493222236633,0.48309777522087094,0.6625000238418579,0.9374999403953552,0.9680232405662537,0.860000006198883,0.5090499258041382,0.4133366644382477,0.2886457145214081,0.29810166358947754,320.0,336.0,344.0,1000
15,8,0.6710190773010254,0.38407576084136963,0.4177381694316864,0.492576771736145,0.6647058129310608,0.9223880767822266,0.9538461565971375,0.8450000047683714,0.5139393410682678,0.4186020493507385,0.2856311798095703,0.2956725060939789,340.0,335.0,325.0,1000
16,8,0.7417550683021545,0.365742564201355,0.44268107414245605,0.5146778445243836,0.6454545259475708,0.9452450275421143,0.9535604119300842,0.849000006198883,0.5448959879875184,0.42440930008888245,0.28217411041259766,0.29344600439071655,330.0,347.0,323.0,1000
17,8,0.5922521352767944,0.3704763650894165,0.4395325183868408,0.4694867193698883,0.7063953876495361,0.963302731513977,0.9452887773513794,0.8690000033378601,0.48589773750305176,0.4293533265590668,0.27883440256118774,0.29174643754959106,344.0,327.0,329.0,1000
18,8,0.6614257097244263,0.38189375400543213,0.456037700176239,0.492810788154602,0.6634303331375122,0.9416666626930237,0.9365558624267578,0.8540000047683716,0.5257147400379181,0.43353626132011414,0.2759728729724884,0.2903424799442291,309.0,360.0,331.0,1000
19,8,0.6339016556739807,0.3721250891685486,0.44204583764076233,0.48113498735427856,0.6906250715255737,0.9435736536979675,0.9722992777824402,0.8730000009536742,0.5065913877487184,0.43825632333755493,0.27286478877067566,0.2888173758983612,320.0,319.0,361.0,1000
20,8,0.6298233866691589,0.37350332736968994,0.4445628225803375,0.4845840106010437,0.6715975999832153,0.9371069073677063,0.9622094035148621,0.8560000042915343,0.5065111112594605,0.4423656463623047,0.2701665163040161,0.28744226694107056,338.0,318.0,344.0,1000
21,8,0.6387678384780884,0.3786318302154541,0.46744999289512634,0.49623604059219356,0.6999999284744263,0.9287749528884888,0.9431438446044922,0.8530000009536743,0.5197033081054687,0.4469779133796692,0.26699918508529663,0.2860552966594696,350.0,351.0,299.0,1000
22,8,0.6269363760948181,0.3794504404067993,0.46331095695495605,0.49273815798759457,0.7000000476837158,0.9427711367607117,0.9339622259140015,0.8550000042915346,0.5179652876853943,0.4509884715080261,0.2641473114490509,0.2848680019378662,350.0,332.0,318.0,1000
23,8,0.5852550268173218,0.3973741829395294,0.4514188766479492,0.48008442115783695,0.714285671710968,0.9090909957885742,0.9556213617324829,0.8580000009536743,0.4945499987602234,0.4546172618865967,0.2616020441055298,0.2837209701538086,343.0,319.0,338.0,1000
