epoch,batch,loss_group:0,loss_group:1,loss_group:2,loss_group:3,loss_group:4,loss_group:5,loss_group:6,loss_group:7,loss_group:8,loss_group:9,loss_group:10,loss_group:11,loss_group:12,loss_group:13,loss_group:14,loss_group:15,loss_avg,acc_group:0,acc_group:1,acc_group:2,acc_group:3,acc_group:4,acc_group:5,acc_group:6,acc_group:7,acc_group:8,acc_group:9,acc_group:10,acc_group:11,acc_group:12,acc_group:13,acc_group:14,acc_group:15,acc_avg,objective,alpha_group:0,alpha_group:1,alpha_group:2,alpha_group:3,alpha_group:4,alpha_group:5,alpha_group:6,alpha_group:7,alpha_group:8,alpha_group:9,alpha_group:10,alpha_group:11,alpha_group:12,alpha_group:13,alpha_group:14,alpha_group:15,count_group:0,count_group:1,count_group:2,count_group:3,count_group:4,count_group:5,count_group:6,count_group:7,count_group:8,count_group:9,count_group:10,count_group:11,count_group:12,count_group:13,count_group:14,count_group:15,count
0,500,2.9034860134124756,2.9698798656463623,2.9822559356689453,2.995208501815796,2.8822901248931885,2.916429281234741,3.0891292095184326,3.0713541507720947,2.989739179611206,2.97641658782959,3.2230513095855713,nan,nan,nan,nan,nan,3.0009199151992823,0.27455049753189087,0.2684987783432007,0.2612549960613251,0.2704576551914215,0.30364367365837097,0.26586732268333435,0.23856857419013977,0.2414715439081192,0.27427005767822266,0.2860260605812073,0.22154465317726135,nan,nan,nan,nan,nan,0.2639375000000001,2.8625691440105423,0.0884786918759346,0.0907234251499176,0.09079573303461075,0.09102245420217514,0.08832768350839615,0.08844533562660217,0.09371504187583923,0.09404566138982773,0.09119975566864014,0.09026753902435303,0.09306112676858902,nan,nan,nan,nan,nan,1446.0,1419.0,1466.0,1442.0,1482.0,1418.0,1509.0,1495.0,1473.0,1374.0,1476.0,0.0,0.0,0.0,0.0,0.0,16000
0,1000,2.0819804668426514,2.127725601196289,2.1601314544677734,2.0697884559631348,2.069444179534912,2.0590696334838867,2.1114697456359863,2.337402105331421,2.3728458881378174,2.271238088607788,2.5099635124206543,nan,nan,nan,nan,nan,2.196771189451221,0.4948454201221466,0.4538515508174896,0.44046810269355774,0.48643162846565247,0.46570664644241333,0.4756944477558136,0.4626968801021576,0.39944344758987427,0.38892698287963867,0.41066670417785645,0.3843437731266022,nan,nan,nan,nan,nan,0.44218749999999996,2.0948093717098217,0.08399303257465363,0.08981071412563324,0.08909919857978821,0.08915823698043823,0.08396217226982117,0.08423222601413727,0.0909888744354248,0.09968554228544235,0.09456527233123779,0.0902879387140274,0.10441233962774277,nan,nan,nan,nan,nan,1455.0,1441.0,1453.0,1474.0,1458.0,1440.0,1461.0,1437.0,1463.0,1500.0,1418.0,0.0,0.0,0.0,0.0,0.0,16000
0,1500,1.6487555503845215,1.7461069822311401,1.6758475303649902,1.6520893573760986,1.7540795803070068,1.6385562419891357,1.6454952955245972,1.9223060607910156,1.981017827987671,1.9354556798934937,2.1326911449432373,nan,nan,nan,nan,nan,1.7938606245517752,0.5781463980674744,0.5619654059410095,0.5668233036994934,0.5775054693222046,0.5539108514785767,0.5824984908103943,0.5781354904174805,0.4976956844329834,0.46543455123901367,0.4969114363193512,0.4552447199821472,nan,nan,nan,nan,nan,0.5375624999999998,1.7313594629764557,0.08013718575239182,0.08743547648191452,0.08633489161729813,0.0850389301776886,0.08060337603092194,0.07686510682106018,0.08692595362663269,0.10465506464242935,0.10065339505672455,0.09501897543668747,0.11648696660995483,nan,nan,nan,nan,nan,1446.0,1404.0,1489.0,1387.0,1419.0,1497.0,1491.0,1519.0,1461.0,1457.0,1430.0,0.0,0.0,0.0,0.0,0.0,16000
0,2000,1.2792507410049438,1.4756553173065186,1.3449455499649048,1.430951476097107,1.465720295906067,1.2516429424285889,1.3325765132904053,1.7732981443405151,1.898084282875061,1.8571847677230835,1.986477017402649,nan,nan,nan,nan,nan,1.5544765992164598,0.6830600500106812,0.6174083352088928,0.6722995042800903,0.6417598128318787,0.6245822310447693,0.6994031667709351,0.6545200347900391,0.5292497873306274,0.4850137531757355,0.5243242383003235,0.4653603732585907,nan,nan,nan,nan,nan,0.5996250000000004,1.5335027837753292,0.07188774645328522,0.08253664523363113,0.08021363615989685,0.07775674760341644,0.07732969522476196,0.0688663125038147,0.07924766093492508,0.11033539474010468,0.11081232875585556,0.10356302559375763,0.1370626837015152,nan,nan,nan,nan,nan,1464.0,1482.0,1361.0,1432.0,1497.0,1507.0,1427.0,1453.0,1468.0,1480.0,1429.0,0.0,0.0,0.0,0.0,0.0,16000
0,2402,1.0592998266220093,1.2532544136047363,1.107414960861206,1.2010815143585205,1.2489279508590698,1.0554038286209106,1.1556332111358643,1.5810260772705078,1.7667057514190674,1.6028342247009277,1.7680939435958862,nan,nan,nan,nan,nan,1.3468618559019936,0.7555370330810547,0.6770654916763306,0.7424780130386353,0.6940107941627502,0.6848220229148865,0.7484978437423706,0.7022183537483215,0.5681431889533997,0.5324563384056091,0.5591877102851868,0.5475614666938782,nan,nan,nan,nan,nan,0.6552903676889352,1.3650626981461373,0.06292330473661423,0.07857640832662582,0.06945370137691498,0.07307025790214539,0.07343997806310654,0.0593392588198185,0.07088090479373932,0.11781498044729233,0.12575921416282654,0.11114165186882019,0.15777528285980225,nan,nan,nan,nan,nan,1174.0,1186.0,1130.0,1219.0,1120.0,1165.0,1172.0,1174.0,1140.0,1132.0,1251.0,0.0,0.0,0.0,0.0,0.0,12863
1,500,1.0568722486495972,1.1450610160827637,1.084639549255371,1.0587447881698608,1.099911093711853,1.0185165405273438,1.0174942016601562,1.4408388137817383,1.5659197568893433,1.5468627214431763,1.609631896018982,nan,nan,nan,nan,nan,1.2396567971706387,0.7403849363327026,0.7086928486824036,0.7131524682044983,0.7226611375808716,0.7291231751441956,0.743387758731842,0.7348536252975464,0.6213656067848206,0.5700933337211609,0.5914506316184998,0.565451979637146,nan,nan,nan,nan,nan,0.6766250000000005,1.275798272371295,0.05499531328678131,0.0741991326212883,0.061906374990940094,0.06717367470264435,0.06763465702533722,0.0514722615480423,0.06261896342039108,0.12348628789186478,0.13855503499507904,0.12151327729225159,0.17655864357948303,nan,nan,nan,nan,nan,1456.0,1507.0,1513.0,1518.0,1425.0,1399.0,1403.0,1479.0,1391.0,1427.0,1482.0,0.0,0.0,0.0,0.0,0.0,16000
1,1000,1.014883279800415,1.0985406637191772,0.9425245523452759,1.0458168983459473,1.1378730535507202,0.8405736088752747,0.9324376583099365,1.2793835401535034,1.5508086681365967,1.4396114349365234,1.5754868984222412,nan,nan,nan,nan,nan,1.1722324774861343,0.7467837333679199,0.7098809480667114,0.7639893293380737,0.7327472567558289,0.6981647610664368,0.7849462628364563,0.7684003114700317,0.6664301753044128,0.5947047472000122,0.6092185974121094,0.5754343867301941,nan,nan,nan,nan,nan,0.6945625,1.2357736606597918,0.04900212213397026,0.06828857958316803,0.05460844561457634,0.060560442507267,0.06257803738117218,0.04332885891199112,0.054165758192539215,0.1254168152809143,0.15371741354465485,0.13250727951526642,0.19562484323978424,nan,nan,nan,nan,nan,1477.0,1427.0,1394.0,1478.0,1471.0,1395.0,1481.0,1409.0,1473.0,1497.0,1498.0,0.0,0.0,0.0,0.0,0.0,16000
1,500,0.8733914494514465,0.9722021222114563,0.8524183630943298,0.8945454955101013,0.9485095143318176,0.7728347778320312,0.8877320885658264,1.309101939201355,1.4074288606643677,1.4538397789001465,1.6010973453521729,nan,nan,nan,nan,nan,1.0883913295269014,0.7842323780059814,0.7646231055259705,0.7974078059196472,0.7711508870124817,0.758434534072876,0.8300421833992004,0.781975269317627,0.6521738767623901,0.6130345463752747,0.6026201248168945,0.5691058039665222,nan,nan,nan,nan,nan,0.7204375000000003,1.0326758706569668,0.08647690713405609,0.08919087052345276,0.08699341863393784,0.08689034730195999,0.08766043931245804,0.08492011576890945,0.08636453747749329,0.09600590169429779,0.09754869341850281,0.09848564118146896,0.09949783235788345,nan,nan,nan,nan,nan,1446.0,1419.0,1466.0,1442.0,1482.0,1418.0,1509.0,1495.0,1473.0,1374.0,1476.0,0.0,0.0,0.0,0.0,0.0,16000
1,500,0.8733914494514465,0.9722021222114563,0.8524183630943298,0.8945454955101013,0.9485095143318176,0.7728347778320312,0.8877320885658264,1.309101939201355,1.4074288606643677,1.4538397789001465,1.6010973453521729,nan,nan,nan,nan,nan,1.0883913295269014,0.7842323780059814,0.7646231055259705,0.7974078059196472,0.7711508870124817,0.758434534072876,0.8300421833992004,0.781975269317627,0.6521738767623901,0.6130345463752747,0.6026201248168945,0.5691058039665222,nan,nan,nan,nan,nan,0.7204375000000003,1.0326758706569668,0.08647690713405609,0.08919087052345276,0.08699341863393784,0.08689034730195999,0.08766043931245804,0.08492011576890945,0.08636453747749329,0.09600590169429779,0.09754869341850281,0.09848564118146896,0.09949783235788345,nan,nan,nan,nan,nan,1446.0,1419.0,1466.0,1442.0,1482.0,1418.0,1509.0,1495.0,1473.0,1374.0,1476.0,0.0,0.0,0.0,0.0,0.0,16000
1,1000,0.6652420163154602,0.724873423576355,0.6175495386123657,0.7426466345787048,0.7519745230674744,0.560488760471344,0.6252068877220154,1.0757306814193726,1.3818397521972656,1.248268961906433,1.450948715209961,nan,nan,nan,nan,nan,0.8949150209426876,0.8460482954978943,0.8167941570281982,0.8575361371040344,0.8181823492050171,0.8058983683586121,0.8694446086883545,0.8507868647575378,0.7237300276756287,0.6267936825752258,0.6513338088989258,0.6008463501930237,nan,nan,nan,nan,nan,0.7697500000000005,0.8693345316648479,0.077730692923069,0.08296400308609009,0.07565329223871231,0.08067042380571365,0.08193619549274445,0.07264150679111481,0.07572377473115921,0.10300903022289276,0.11570589989423752,0.1119561493396759,0.12228899449110031,nan,nan,nan,nan,nan,1455.0,1441.0,1453.0,1474.0,1458.0,1440.0,1461.0,1437.0,1463.0,1500.0,1418.0,0.0,0.0,0.0,0.0,0.0,16000
