epoch,batch,loss_group:0,loss_group:1,loss_group:2,loss_group:3,loss_avg,acc_group:0,acc_group:1,acc_group:2,acc_group:3,acc_avg,objective,weight_group:0,weight_group:1,weight_group:2,weight_group:3,count_group:0,count_group:1,count_group:2,count_group:3,count
0,38,0.4263012409210205,0.45346957445144653,0.4357350468635559,0.4952177405357361,0.45284659825226553,0.8350515961647034,0.8293920159339905,0.8406149744987488,0.7927334904670715,0.82440041737462,0.45075822182318215,0.2495768815279007,0.24979351460933685,0.24972228705883026,0.2509075999259949,1164.0,1184.0,1236.0,1211.0,4795
1,38,0.16189171373844147,0.14805597066879272,0.09880472719669342,0.23652556538581848,0.16117973582152909,0.9569619297981262,0.976688027381897,0.970389187335968,0.9214525818824768,0.9566214808458083,0.16092914378928938,0.2480047345161438,0.2498881220817566,0.24529185891151428,0.256917268037796,1185.0,1244.0,1182.0,1184.0,4795
2,38,0.0880550891160965,0.0776832327246666,0.031370747834444046,0.1639026701450348,0.09020513930087047,0.9750831127166748,0.9991809725761414,1.0,0.9351306557655334,0.9774765377621458,0.08973831429347255,0.2476474493741989,0.2479555755853653,0.23877862095832825,0.26560527086257935,1204.0,1221.0,1183.0,1187.0,4795
3,38,0.053192801773548126,0.04426861181855202,0.019589686766266823,0.09576188027858734,0.052938764559433284,0.9918831586837769,1.0,1.0,0.966609537601471,0.9897810218978105,0.05359121922858067,0.2476419359445572,0.2469102144241333,0.23487454652786255,0.2705724835395813,1232.0,1197.0,1198.0,1168.0,4795
4,38,0.04051194712519646,0.027763064950704575,0.015705252066254616,0.05634623393416405,0.03521728779347587,0.9957662224769592,1.0,1.0,0.9853300452232361,0.9952033368091765,0.03457483639309379,0.24766109883785248,0.24609561264514923,0.2325347512960434,0.2737361192703247,1181.0,1194.0,1193.0,1227.0,4795
5,38,0.03156512230634689,0.021359935402870178,0.012078583240509033,0.04210634157061577,0.02693245717527285,0.9941126704216003,1.0,1.0,0.9912140369415283,0.9962460896767467,0.026547900822724495,0.24793307483196259,0.2454703003168106,0.23112811148166656,0.2754715085029602,1189.0,1127.0,1227.0,1252.0,4795
6,38,0.025783494114875793,0.01714540645480156,0.011632528156042099,0.03295806795358658,0.02172929658879826,0.9991623759269714,1.0,1.0,0.9956933259963989,0.9987486965589155,0.021376957476325537,0.24844001233577728,0.24506238102912903,0.2299301028251648,0.27655360102653503,1194.0,1226.0,1214.0,1161.0,4795
7,38,0.02602114900946617,0.017451409250497818,0.009354029782116413,0.02300025336444378,0.01900904573368082,0.9975329041481018,1.0,1.0,0.999146044254303,0.9991657977059436,0.018578911370697806,0.24882358312606812,0.24469062685966492,0.22915557026863098,0.2773088812828064,1216.0,1241.0,1167.0,1171.0,4795
8,38,0.0172954723238945,0.011763270013034344,0.010538633912801743,0.022478243336081505,0.0156301960621002,0.998348593711853,1.0,1.0,1.0,0.9995828988529718,0.015396031954862771,0.24917779862880707,0.24440497159957886,0.2285073846578598,0.277919203042984,1211.0,1155.0,1188.0,1241.0,4795
9,38,0.017538633197546005,0.012439320795238018,0.00935886800289154,0.019047338515520096,0.014583539425340075,0.9983580112457275,1.0,1.0,0.9991533160209656,0.9993743482794577,0.014387224941117233,0.24939963221549988,0.24418725073337555,0.2280617207288742,0.27836287021636963,1218.0,1184.0,1212.0,1181.0,4795
