epoch,batch,loss_group:0,loss_group:1,loss_group:2,loss_avg,acc_group:0,acc_group:1,acc_group:2,acc_avg,objective,weight_group:0,weight_group:1,weight_group:2,count_group:0,count_group:1,count_group:2,count
0,8,0.8400774598121643,0.8858991265296936,0.8327760696411133,0.8539120836257934,0.3460410535335541,0.34472933411598206,0.3311688303947449,0.3410000038146973,0.8526007089614867,0.33285629749298096,0.3339848518371582,0.33315420150756836,341.0,351.0,308.0,1000
1,8,0.661203145980835,0.6335386633872986,0.5953751802444458,0.6298555030822752,0.5775076746940613,0.6696428060531616,0.7044775485992432,0.651,0.6298150596618652,0.3332880139350891,0.33423563838005066,0.3324988782405853,329.0,336.0,335.0,1000
2,8,0.6216138005256653,0.48429399728775024,0.4897681176662445,0.5342061729431152,0.7085714340209961,0.8814103007316589,0.8372781276702881,0.8060000038146974,0.5327254948616027,0.33516982197761536,0.33343204855918884,0.331404447555542,350.0,312.0,338.0,1000
3,8,0.6091057658195496,0.42771872878074646,0.4358304440975189,0.49075691151618955,0.7297298312187195,0.9005847573280334,0.8799999952316284,0.8370000023841859,0.4924067707061767,0.337939977645874,0.33201977610588074,0.3299888074398041,333.0,342.0,325.0,1000
4,8,0.6056565046310425,0.38791581988334656,0.40388983488082886,0.46454818773269646,0.718654453754425,0.9219219088554382,0.9205881953239441,0.8550000042915343,0.46876166009902953,0.34138885140419006,0.3301721513271332,0.32836899161338806,327.0,333.0,340.0,1000
5,8,0.5982203483581543,0.353662371635437,0.3756238520145416,0.44036905956268313,0.7169230580329895,0.9653178453445435,0.954407274723053,0.88100000333786,0.44495734143257143,0.34573179483413696,0.32758110761642456,0.3266696631908417,325.0,346.0,329.0,1000
6,8,0.6162168383598328,0.3298521935939789,0.35186004638671875,0.4361311953067779,0.7463976740837097,0.9557522535324097,0.964968204498291,0.8860000052452088,0.4386435248851776,0.35042572021484375,0.3249867260456085,0.3244868516921997,347.0,339.0,314.0,1000
7,8,0.5384353399276733,0.3352470099925995,0.33918070793151855,0.40134392476081837,0.7578616142272949,0.9704917669296265,0.9602123498916626,0.8990000023841858,0.40887802982330324,0.3550002872943878,0.3226054310798645,0.32250404357910156,318.0,305.0,377.0,1000
8,8,0.661521315574646,0.305414080619812,0.3157168924808502,0.43220807409286494,0.7435157299041748,0.9764705300331116,0.9552716016769409,0.8890000066757201,0.4370468225479126,0.3604668378829956,0.3196778893470764,0.3199397325515747,347.0,340.0,313.0,1000
9,8,0.5907774567604065,0.3065338730812073,0.32373833656311035,0.4084494907855988,0.7610619068145752,0.9852070808410645,0.9566563367843628,0.9000000014305115,0.4144759435653687,0.36601507663726807,0.31691232323646545,0.3171359598636627,339.0,338.0,323.0,1000
