epoch,batch,loss_group:0,loss_group:1,loss_group:2,loss_group:3,loss_avg,acc_group:0,acc_group:1,acc_group:2,acc_group:3,acc_avg,objective,alpha_group:0,alpha_group:1,alpha_group:2,alpha_group:3,count_group:0,count_group:1,count_group:2,count_group:3,count
0,50,0.5487735867500305,0.48765987157821655,0.5067299008369446,0.5040595531463623,0.5128881657123564,0.6513761878013611,0.7628867030143738,0.7526882290840149,0.7722770571708679,0.7324999999999999,0.45803084522485726,0.24709010124206543,0.24671350419521332,0.24613358080387115,0.26105281710624695,109.0,97.0,93.0,101.0,400
0,100,0.3623272180557251,0.4271756708621979,0.39371925592422485,0.42965689301490784,0.4018939353525638,0.8305084109306335,0.8023255467414856,0.8170733451843262,0.8421052694320679,0.8250000000000001,0.2946494881063699,0.2541123032569885,0.24466250836849213,0.23855574429035187,0.2636602818965912,118.0,86.0,82.0,114.0,400
0,150,0.39454734325408936,0.399274617433548,0.271287202835083,0.4243912696838379,0.3656506650149823,0.8470587730407715,0.844660222530365,0.8749998211860657,0.8369566798210144,0.8524999999999996,0.2987101081758738,0.2521853744983673,0.24772076308727264,0.22908666729927063,0.2719563841819763,85.0,103.0,120.0,92.0,400
0,200,0.49621397256851196,0.31393012404441833,0.22218181192874908,0.30953842401504517,0.3373029399104416,0.8349515199661255,0.9000000953674316,0.918367326259613,0.8787877559661865,0.8825000000000001,0.27954129468649613,0.25109708309173584,0.24817582964897156,0.2285597324371338,0.2732042968273163,103.0,100.0,98.0,99.0,400
0,250,0.39350661635398865,0.2902619540691376,0.23567956686019897,0.32046034932136536,0.30948792442679407,0.8421051502227783,0.9000000357627869,0.9387755393981934,0.8691588044166565,0.8875,0.22659042455255982,0.26200732588768005,0.24223099648952484,0.22295837104320526,0.273464560508728,95.0,100.0,98.0,107.0,400
0,300,0.29300329089164734,0.3872329890727997,0.3281944990158081,0.4248107671737671,0.357308262437582,0.9029127359390259,0.8584068417549133,0.8526316285133362,0.8314607739448547,0.8624999999999999,0.2864590874314307,0.2618439197540283,0.24674586951732635,0.2125852406024933,0.280215859413147,103.0,113.0,95.0,89.0,400
0,350,0.4790404736995697,0.3002885580062866,0.32514891028404236,0.5490954518318176,0.4165332772582768,0.8055554628372192,0.8585858345031738,0.8709678053855896,0.7800000905990601,0.8274999999999999,0.31680388305336227,0.2558758854866028,0.24701981246471405,0.203751802444458,0.2950868308544159,108.0,99.0,93.0,100.0,400
0,400,0.2454514503479004,0.3669613003730774,0.26959770917892456,0.34101787209510803,0.3064494293555617,0.8962265849113464,0.8148146271705627,0.8571428060531616,0.8736841678619385,0.8600000000000001,0.22193312948569652,0.25652268528938293,0.240915909409523,0.19752991199493408,0.30474525690078735,106.0,108.0,91.0,95.0,400
0,450,0.3664025068283081,0.32252347469329834,0.32759732007980347,0.3114255666732788,0.33360642313957206,0.875,0.9062498807907104,0.8823529481887817,0.8777777552604675,0.885,0.27516341716051096,0.25847893953323364,0.24248486757278442,0.19173407554626465,0.30815207958221436,112.0,96.0,102.0,90.0,400
0,500,0.3151478171348572,0.554349422454834,0.39118146896362305,0.41062065958976746,0.4159084479138254,0.8846153020858765,0.8061224222183228,0.8476190567016602,0.8172042369842529,0.8400000000000001,0.3188781737536192,0.24614818394184113,0.26435476541519165,0.18343709409236908,0.3082539737224579,104.0,98.0,105.0,93.0,400
0,550,0.23574423789978027,0.39607733488082886,0.2833831012248993,0.37796077132225037,0.32569614600390184,0.8737865090370178,0.8684208989143372,0.8977271914482117,0.8631578683853149,0.8749999999999999,0.24636115655302993,0.23914703726768494,0.27310699224472046,0.1810232698917389,0.3078436851501465,103.0,114.0,88.0,95.0,400
0,600,0.3053610920906067,0.4334598183631897,0.2602787911891937,0.3231852948665619,0.33066349949687707,0.8777778744697571,0.8217820525169373,0.8846154808998108,0.8857142925262451,0.8674999999999999,0.27397173503413785,0.2328721582889557,0.27695539593696594,0.17511944472789764,0.3162209391593933,90.0,101.0,104.0,105.0,400
0,650,0.386091023683548,0.3178117275238037,0.319225937128067,0.3829250633716583,0.35240122102200977,0.8518518209457397,0.8478261828422546,0.8834952712059021,0.824742317199707,0.8524999999999999,0.27165198564529414,0.23198024928569794,0.2766735255718231,0.16914083063602448,0.32275038957595825,108.0,92.0,103.0,97.0,400
0,700,0.24766497313976288,0.2812201678752899,0.33200541138648987,0.30361998081207275,0.29175973769277336,0.9032258987426758,0.8727272748947144,0.8834951519966125,0.8936170935630798,0.8875000000000001,0.21642352007329452,0.22627544403076172,0.2793709635734558,0.17383895814418793,0.3215145468711853,93.0,110.0,103.0,94.0,400
0,750,0.4641231298446655,0.44248664379119873,0.32643115520477295,0.38553518056869507,0.40763411566615093,0.8434783816337585,0.8478261232376099,0.8260869383811951,0.8910890221595764,0.8525,0.3081051672250033,0.23097644746303558,0.27904513478279114,0.16804265975952148,0.32250991463661194,115.0,92.0,92.0,101.0,400
0,800,0.38430947065353394,0.3232772946357727,0.3675040304660797,0.26823219656944275,0.33417408928275094,0.8673469424247742,0.883495032787323,0.8191489577293396,0.8857142329216003,0.8649999999999999,0.24480194237083205,0.23500263690948486,0.27697253227233887,0.1671423316001892,0.3214073181152344,98.0,103.0,94.0,105.0,400
0,850,0.3556853234767914,0.2492545247077942,0.3794088661670685,0.3275757133960724,0.3316663223877549,0.8785045742988586,0.9195402264595032,0.8095237612724304,0.8613861799240112,0.8649999999999999,0.2551419296860694,0.23589268326759338,0.2788141071796417,0.1697394847869873,0.31656986474990845,107.0,87.0,105.0,101.0,400
0,900,0.3255188465118408,0.4192692041397095,0.2380642592906952,0.3373778462409973,0.33261446006596074,0.8700001835823059,0.8461540341377258,0.9032258987426758,0.8737863898277283,0.8724999999999996,0.2366186977550387,0.23532116413116455,0.28282612562179565,0.1673770248889923,0.31543511152267456,100.0,104.0,93.0,103.0,400
