epoch,batch,loss_group:0,loss_group:1,loss_avg,acc_group:0,acc_group:1,acc_avg,objective,count_group:0,count_group:1,count
0,500,1.0996156930923462,1.108559489250183,1.1002218708991995,0.3421827256679535,0.276752769947052,0.3377499999999998,1.1002218708991995,7458.0,542.0,8000
0,1000,1.0990175008773804,1.1043202877044678,1.0993870303630828,0.3415287137031555,0.30161604285240173,0.3387499999999996,1.0993870303630828,7443.0,557.0,8000
0,1500,1.099792242050171,1.0986347198486328,1.099713305234909,0.3291734457015991,0.32846716046333313,0.32912499999999983,1.099713305234909,7452.0,548.0,8000
0,2000,1.0994318723678589,1.104998230934143,1.099819058179854,0.33503493666648865,0.26079118251800537,0.32987500000000003,1.099819058179854,7444.0,556.0,8000
0,2500,1.0989646911621094,1.1019651889801025,1.0991700296401974,0.33878958225250244,0.3180988132953644,0.337375,1.0991700296401974,7453.0,547.0,8000
0,3000,1.0987870693206787,1.098043441772461,1.0987313983440403,0.33977046608924866,0.35294124484062195,0.3407499999999996,1.0987313983440403,7405.0,595.0,8000
0,3500,1.1007983684539795,1.1003907918930054,1.1007685770988467,0.3350857198238373,0.3339068293571472,0.3350000000000001,1.1007685770988467,7419.0,581.0,8000
0,4000,1.0983623266220093,1.0946828126907349,1.0981056396961195,0.337634414434433,0.3482142388820648,0.338375,1.0981056396961195,7440.0,560.0,8000
0,4500,1.0986194610595703,1.0976099967956543,1.0985526652336122,0.3427997827529907,0.3420562148094177,0.34274999999999983,1.0985526652336122,7465.0,535.0,8000
0,5000,1.0986435413360596,1.1046595573425293,1.0990530478954323,0.34187230467796326,0.310662180185318,0.3397499999999995,1.0990530478954323,7456.0,544.0,8000
0,5500,1.0980437994003296,1.1022982597351074,1.0983766605854048,0.3391644060611725,0.31309905648231506,0.33712499999999995,1.0983766605854048,7374.0,626.0,8000
0,6000,1.098927617073059,1.102967619895935,1.099210539579392,0.34189286828041077,0.30605000257492065,0.3393750000000001,1.099210539579392,7438.0,562.0,8000
0,6500,1.0981916189193726,1.0994364023208618,1.0982855277061463,0.34523794054985046,0.33388158679008484,0.34437499999999965,1.0982855277061463,7392.0,608.0,8000
0,7000,1.098225474357605,1.0968507528305054,1.0981312339305862,0.34478163719177246,0.34981676936149597,0.34512500000000024,1.0981312339305862,7454.0,546.0,8000
0,7500,1.0987865924835205,1.098523736000061,1.0987681708335888,0.3455912470817566,0.34061911702156067,0.3452499999999997,1.0987681708335888,7451.0,549.0,8000
0,8000,1.098493218421936,1.102293610572815,1.0987687778472905,0.3442935347557068,0.28842833638191223,0.34024999999999955,1.0987687778472905,7421.0,579.0,8000
0,8500,1.098631501197815,1.0995144844055176,1.098696500062944,0.34654754400253296,0.3236303925514221,0.34487499999999965,1.098696500062944,7416.0,584.0,8000
