epoch,batch,loss_group:0,loss_group:1,loss_avg,acc_group:0,acc_group:1,acc_avg,objective,count_group:0,count_group:1,count
0,500,1.112325668334961,1.005529522895813,1.1042083733081827,0.32792213559150696,0.6184210181236267,0.34999999999999964,1.1042083733081827,924.0,76.0,1000
0,1000,1.0952985286712646,1.053287148475647,1.0926088467836388,0.3621794879436493,0.5781248807907104,0.37600000000000006,1.0926088467836388,936.0,64.0,1000
0,1500,1.0421066284179688,0.9186210632324219,1.0329693127274517,0.48812100291252136,0.6216215491294861,0.49799999999999967,1.0329693127274517,926.0,74.0,1000
0,2000,0.9723029732704163,0.7734882831573486,0.9569936255812647,0.5438786745071411,0.7272726893424988,0.558,0.9569936255812647,923.0,77.0,1000
0,2500,0.9982691407203674,0.7024670839309692,0.9799296246469007,0.5341147780418396,0.7419355511665344,0.5469999999999997,0.9799296246469007,938.0,62.0,1000
0,3000,0.9543934464454651,0.6348638534545898,0.9326653165817272,0.5665234923362732,0.7941175699234009,0.5819999999999992,0.9326653165817272,932.0,68.0,1000
0,3500,0.9689732193946838,0.5159410238265991,0.9399791934192179,0.5769234299659729,0.84375,0.5939999999999998,0.9399791934192179,936.0,64.0,1000
0,4000,0.9299702644348145,0.6779789924621582,0.9128341633826492,0.6051504015922546,0.7500000596046448,0.6150000000000002,0.9128341633826492,932.0,68.0,1000
0,4500,0.9828929305076599,0.5593690872192383,0.9523994414210328,0.5840516090393066,0.8055555820465088,0.5999999999999998,0.9523994414210328,928.0,72.0,1000
0,5000,0.9601649641990662,0.8523196578025818,0.9535869861096147,0.5644302368164062,0.6393442153930664,0.5689999999999995,0.9535869861096147,939.0,61.0,1000
0,5500,0.9531622529029846,0.7174181938171387,0.9383102405220276,0.5677695870399475,0.7301587462425232,0.5779999999999994,0.9383102405220276,937.0,63.0,1000
0,6000,0.9309756755828857,0.4446454346179962,0.8964461787790056,0.5715821385383606,0.8450703620910645,0.5909999999999997,0.8964461787790056,929.0,71.0,1000
0,6500,0.9872223138809204,0.8042694926261902,0.9744153447970748,0.5731184482574463,0.7142859101295471,0.583,0.9744153447970748,930.0,70.0,1000
0,7000,0.9112129211425781,0.7583907842636108,0.9008205360248688,0.6083693504333496,0.7205882668495178,0.6159999999999997,0.9008205360248688,932.0,68.0,1000
0,7500,0.9709798097610474,0.7731035351753235,0.9585138757899407,0.5976520776748657,0.7777777314186096,0.6089999999999997,0.9585138757899407,937.0,63.0,1000
0,8000,0.8940731287002563,0.45330503582954407,0.8658635137602683,0.6282048225402832,0.8437498807907104,0.6420000000000009,0.8658635137602683,936.0,64.0,1000
0,8500,0.9215313792228699,0.6493646502494812,0.9041129315309236,0.6356837153434753,0.796875,0.6459999999999997,0.9041129315309236,936.0,64.0,1000
0,9000,0.9613245129585266,0.7353476881980896,0.9450540918558832,0.6099144816398621,0.7916666865348816,0.6230000000000002,0.9450540918558832,928.0,72.0,1000
0,9500,0.958566427230835,0.5618904232978821,0.9300061515402043,0.60883629322052,0.8194443583488464,0.6239999999999993,0.9300061515402043,928.0,72.0,1000
0,10000,0.9381077885627747,0.48335006833076477,0.907638753302395,0.6409425139427185,0.8059701323509216,0.6519999999999998,0.907638753302395,933.0,67.0,1000
0,10500,0.9635780453681946,0.607562780380249,0.9340283779427405,0.6335874795913696,0.8433733582496643,0.6509999999999999,0.9340283779427405,917.0,83.0,1000
0,11000,0.9306744337081909,0.625542163848877,0.9114512124750771,0.647812008857727,0.7936508059501648,0.6569999999999997,0.9114512124750771,937.0,63.0,1000
0,11500,1.0005906820297241,0.8357067704200745,0.9870701235011231,0.6263620853424072,0.7804877758026123,0.6389999999999997,0.9870701235011231,918.0,82.0,1000
0,12000,0.9900003671646118,0.4697563052177429,0.9431780662089587,0.6406593322753906,0.8333333134651184,0.6579999999999991,0.9431780662089587,910.0,90.0,1000
0,12500,0.9539246559143066,0.39296114444732666,0.914656899174676,0.6548386216163635,0.8571428060531616,0.6689999999999999,0.914656899174676,930.0,70.0,1000
0,13000,0.9658291339874268,0.657604455947876,0.9485678432341673,0.6387712955474854,0.75,0.6449999999999996,0.9485678432341673,944.0,56.0,1000
0,13500,0.9542096257209778,0.5430334806442261,0.931594986092299,0.6465608477592468,0.8363636136054993,0.6570000000000006,0.931594986092299,945.0,55.0,1000
0,14000,1.029611587524414,0.7072756886482239,1.0093041128618643,0.6467453837394714,0.8571428656578064,0.66,1.0093041128618643,937.0,63.0,1000
0,14500,0.985399067401886,0.7374160885810852,0.968784677046349,0.6259380578994751,0.7611940503120422,0.6349999999999992,0.968784677046349,933.0,67.0,1000
0,15000,0.9646931290626526,0.6303949356079102,0.9429640909172594,0.6427809596061707,0.8461536765098572,0.6559999999999999,0.9429640909172594,935.0,65.0,1000
0,15500,0.9001756310462952,0.54497230052948,0.8760218968503167,0.6566522717475891,0.8676469922065735,0.6710000000000003,0.8760218968503167,932.0,68.0,1000
0,16000,1.005584955215454,0.43487995862960815,0.9724838297488189,0.6273885369300842,0.8620690107345581,0.6409999999999997,0.9724838297488189,942.0,58.0,1000
0,16500,0.9561026692390442,0.3830776512622833,0.9114068263671359,0.6561819911003113,0.8717947602272034,0.6730000000000005,0.9114068263671359,922.0,78.0,1000
0,17000,0.9634643793106079,0.7963283061981201,0.9531012184009877,0.67270827293396,0.7903226613998413,0.6800000000000003,0.9531012184009877,938.0,62.0,1000
0,17500,0.9948552250862122,0.9444000124931335,0.9910209352476521,0.6461043953895569,0.7236841917037964,0.6519999999999992,0.9910209352476521,924.0,76.0,1000
0,18000,0.9516584873199463,0.6970773339271545,0.932564479955007,0.6735138297080994,0.7999998927116394,0.6829999999999995,0.932564479955007,925.0,75.0,1000
0,18500,0.9994712471961975,0.7997340559959412,0.9864890111135304,0.6417113542556763,0.7384613752365112,0.6479999999999998,0.9864890111135304,935.0,65.0,1000
0,19000,0.930576503276825,0.5647976994514465,0.9027767203836703,0.6839825510978699,0.8421052098274231,0.6959999999999995,0.9027767203836703,924.0,76.0,1000
0,19500,0.9677034616470337,0.8797438144683838,0.9602263621687891,0.6404377818107605,0.7647057771682739,0.6509999999999995,0.9602263621687891,915.0,85.0,1000
0,20000,1.008971095085144,0.5441755056381226,0.9796885780142627,0.6584848165512085,0.8730159401893616,0.6719999999999996,0.9796885780142627,937.0,63.0,1000
0,20500,0.9227760434150696,0.5968367457389832,0.9009382484676312,0.6806002259254456,0.8059701323509216,0.6889999999999993,0.9009382484676312,933.0,67.0,1000
0,21000,1.047226071357727,0.49453404545783997,1.000247018274385,0.6557377576828003,0.8588234186172485,0.6729999999999996,1.000247018274385,915.0,85.0,1000
0,21500,1.0040929317474365,0.7144834995269775,0.9786062050387258,0.6546053290367126,0.8295453190803528,0.6699999999999994,0.9786062050387258,912.0,88.0,1000
0,22000,0.9373967051506042,0.5863258838653564,0.9107153126085182,0.6461041569709778,0.8026314973831177,0.658,0.9107153126085182,924.0,76.0,1000
0,22500,0.9457234740257263,0.6480763554573059,0.9233999220710246,0.6799997091293335,0.8266665935516357,0.6909999999999995,0.9233999220710246,925.0,75.0,1000
0,23000,0.9676457643508911,0.47708797454833984,0.9298726145271211,0.6641384959220886,0.8051947951316833,0.6750000000000002,0.9298726145271211,923.0,77.0,1000
0,23500,0.9311395287513733,0.45789024233818054,0.894699178293348,0.6782234311103821,0.8441557288169861,0.6909999999999997,0.894699178293348,923.0,77.0,1000
0,24000,0.998533308506012,0.33249226212501526,0.9499117540172296,0.6655877828598022,0.9178081750869751,0.6840000000000007,0.9499117540172296,927.0,73.0,1000
0,24500,0.9923430681228638,0.7727795839309692,0.9769737737788833,0.6462367177009583,0.7571429014205933,0.6539999999999998,0.9769737737788833,930.0,70.0,1000
0,25000,0.9540559649467468,0.5911206007003784,0.9290134806865831,0.6659504175186157,0.8260868191719055,0.6770000000000006,0.9290134806865831,931.0,69.0,1000
0,25500,0.959837019443512,0.721997082233429,0.9422366371443508,0.6738663911819458,0.8108107447624207,0.6839999999999988,0.9422366371443508,926.0,74.0,1000
0,26000,0.9651285409927368,0.8265382051467896,0.9559821849828586,0.6627404689788818,0.7424242496490479,0.6679999999999995,0.9559821849828586,934.0,66.0,1000
0,26500,1.0289192199707031,0.24491886794567108,0.9709034471567725,0.6371497511863708,0.8783783316612244,0.6550000000000002,0.9709034471567725,926.0,74.0,1000
0,27000,0.9948721528053284,0.613969624042511,0.9632577755828389,0.6663029193878174,0.8433734774589539,0.6809999999999994,0.9632577755828389,917.0,83.0,1000
0,27500,0.9320892691612244,0.7055894136428833,0.9180460564754904,0.6567162871360779,0.8548387289047241,0.6689999999999993,0.9180460564754904,938.0,62.0,1000
0,28000,0.9635902643203735,0.6066828966140747,0.935752099153586,0.6659427881240845,0.8333331942558289,0.6789999999999992,0.935752099153586,922.0,78.0,1000
0,28500,1.0351866483688354,0.557251513004303,1.003164411004633,0.6527329087257385,0.8208955526351929,0.6639999999999997,1.003164411004633,933.0,67.0,1000
0,29000,0.9923660159111023,0.91595858335495,0.9863302738079806,0.67100989818573,0.7974683046340942,0.6810000000000007,0.9863302738079806,921.0,79.0,1000
0,29500,1.0419142246246338,0.5288065671920776,1.0116406598361225,0.6269925236701965,0.8305084109306335,0.6389999999999998,1.0116406598361225,941.0,59.0,1000
0,30000,0.939685583114624,0.39041391015052795,0.8979404754205613,0.6785715818405151,0.9078947305679321,0.6959999999999992,0.8979404754205613,924.0,76.0,1000
0,30500,1.001668095588684,0.7496077418327332,0.9822593415924356,0.6825563311576843,0.7532467246055603,0.6879999999999988,0.9822593415924356,923.0,77.0,1000
0,31000,1.0418965816497803,0.7430574297904968,1.0170933927963484,0.6837514638900757,0.8433734774589539,0.6969999999999998,1.0170933927963484,917.0,83.0,1000
0,31500,1.0579458475112915,0.5553179979324341,1.0267838097098287,0.6748400330543518,0.8387097120285034,0.6850000000000002,1.0267838097098287,938.0,62.0,1000
0,32000,0.9830653071403503,1.093225121498108,0.9916579561121761,0.6724512577056885,0.730769157409668,0.6769999999999999,0.9916579561121761,922.0,78.0,1000
0,32500,0.9534448981285095,0.6657691597938538,0.9330199684449477,0.6759955883026123,0.8028168082237244,0.6849999999999989,0.9330199684449477,929.0,71.0,1000
