epoch,batch,loss_group:0,loss_group:1,loss_group:2,loss_avg,acc_group:0,acc_group:1,acc_group:2,acc_avg,objective,weight_group:0,weight_group:1,weight_group:2,count_group:0,count_group:1,count_group:2,count
0,8,0.7899884581565857,0.7371333241462708,0.7104185819625854,0.7458642616271972,0.46107783913612366,0.5240963697433472,0.6347305774688721,0.5400000004768372,0.7446033530235291,0.33383050560951233,0.3332572877407074,0.3329223394393921,334.0,332.0,334.0,1000
1,8,0.7208211421966553,0.5607621669769287,0.5637551546096802,0.6151093187332153,0.513513445854187,0.7129337191581726,0.6971428394317627,0.6410000004768373,0.6151751937866211,0.33598899841308594,0.332172691822052,0.331831693649292,333.0,317.0,350.0,1000
2,8,0.6753339767456055,0.4605833888053894,0.49159425497055054,0.5395418095588684,0.6132075190544128,0.9082840085029602,0.9156976342201233,0.8170000033378602,0.5442191319465638,0.3392123878002167,0.33009853959083557,0.3306536376476288,318.0,338.0,344.0,1000
3,8,0.7369682788848877,0.44043445587158203,0.4515836834907532,0.5395128712654115,0.5607476234436035,0.9303030371665955,0.9684813618659973,0.8250000042915344,0.5466422262191774,0.3438933193683624,0.32768023014068604,0.3285601735115051,321.0,330.0,349.0,1000
4,8,0.6920000314712524,0.4103899300098419,0.4276581406593323,0.5218981258869171,0.6164022088050842,0.9848024249076843,1.0,0.8500000061988829,0.5140647313594817,0.34908610582351685,0.324820339679718,0.32604312896728516,378.0,329.0,293.0,1000
5,8,0.6587753295898438,0.39934682846069336,0.3980395197868347,0.48789151215553284,0.6413993835449219,0.9470404982566833,1.0,0.8600000057220459,0.490297075510025,0.35387977957725525,0.32233303785324097,0.3238333463668823,343.0,321.0,336.0,1000
6,8,0.6558938026428223,0.3842271864414215,0.4174768030643463,0.4914692921638489,0.6497175693511963,0.9712458848953247,1.0,0.8670000023841857,0.4945686450004578,0.358352929353714,0.31982341408729553,0.3216955363750458,354.0,313.0,333.0,1000
7,8,0.6865171194076538,0.38350898027420044,0.3968272805213928,0.48605199885368344,0.6296296119689941,0.9885057806968689,1.0,0.8760000009536745,0.5006929392814636,0.3639705181121826,0.31690514087677,0.3192930817604065,324.0,348.0,328.0,1000
8,8,0.6894035339355469,0.38730135560035706,0.41634735465049744,0.49831148815155024,0.6137723922729492,0.9748427271842957,1.0,0.8630000023841857,0.5096424283981323,0.36942610144615173,0.31383153796195984,0.31671908497810364,334.0,318.0,348.0,1000
9,8,0.6626283526420593,0.3698573112487793,0.43097084760665894,0.49565689659118656,0.6264045238494873,0.9450172185897827,1.0,0.851000006198883,0.5006110477447511,0.37445372343063354,0.31081655621528625,0.3146466016769409,356.0,291.0,353.0,1000
10,8,0.665083110332489,0.3505120575428009,0.424628883600235,0.47748622798919677,0.628125011920929,0.9692308306694031,1.0,0.8710000009536744,0.4925255460739136,0.3795360028743744,0.30741438269615173,0.3129882216453552,320.0,325.0,355.0,1000
