epoch,batch,loss_group:0,loss_group:1,loss_group:2,loss_group:3,loss_avg,acc_group:0,acc_group:1,acc_group:2,acc_group:3,acc_avg,objective,alpha_group:0,alpha_group:1,alpha_group:2,alpha_group:3,count_group:0,count_group:1,count_group:2,count_group:3,count
3,100,0.03200807794928551,0.016059812158346176,0.013242439366877079,0.03383404389023781,0.02383423535153269,0.990588366985321,1.0,1.0,0.99210524559021,0.995625,0.01989473477005958,0.22700637578964233,0.2524854838848114,0.2815646529197693,0.2389497011899948,425.0,407.0,388.0,380.0,1600
3,150,0.02851356379687786,0.017974497750401497,0.012791352346539497,0.03955717757344246,0.024699121795384468,0.992167055606842,1.0,1.0,0.9950738549232483,0.9968652037617555,0.0222300333102295,0.22712267935276031,0.2522790729999542,0.28133106231689453,0.2392793893814087,383.0,406.0,400.0,406.0,1595
4,50,0.03032725676894188,0.018709037452936172,0.018185915425419807,0.03292366862297058,0.02497954517602919,0.9922078251838684,1.0,0.9975247979164124,0.9950737953186035,0.9962499999999999,0.02068379227072001,0.2272191345691681,0.2521105110645294,0.2811394929885864,0.23954112827777863,385.0,405.0,404.0,406.0,1600
4,100,0.02659337967634201,0.015704656019806862,0.012704629451036453,0.02899780124425888,0.021056110225617878,0.9951220750808716,1.0,1.0,0.9974937438964844,0.9981249999999999,0.01807302476838231,0.22732333838939667,0.25199267268180847,0.2809756100177765,0.23970533907413483,410.0,389.0,402.0,399.0,1600
4,150,0.01661749556660652,0.014395852573215961,0.013313365168869495,0.024848487228155136,0.017249555143069337,1.0,1.0,1.0,1.0,1.0,0.015414053540338165,0.2273719608783722,0.25191760063171387,0.2808496057987213,0.23986497521400452,364.0,405.0,424.0,402.0,1595
5,50,0.02687074989080429,0.014787726104259491,0.012312755919992924,0.018972856923937798,0.018139509521424763,0.9949110746383667,1.0,1.0,1.0,0.9987499999999999,0.01573793521150946,0.2274559885263443,0.2518349587917328,0.2807665765285492,0.23993803560733795,393.0,403.0,413.0,391.0,1600
5,100,0.021532637998461723,0.017529314383864403,0.010784084908664227,0.029855918139219284,0.019684781972318884,0.9975609183311462,1.0,1.0,0.9973474740982056,0.9987499999999999,0.01682781277224421,0.2274487465620041,0.2518014907836914,0.2806642949581146,0.24008427560329437,410.0,392.0,421.0,377.0,1600
5,150,0.02326228842139244,0.018796609714627266,0.016466427594423294,0.03069785051047802,0.022146526607319847,0.9976246953010559,1.0,1.0,0.994652509689331,0.9981191222570531,0.018834781882624635,0.22746577858924866,0.25179213285446167,0.2805168032646179,0.2402261644601822,421.0,376.0,424.0,374.0,1595
6,50,0.02174084074795246,0.01584366150200367,0.015386776998639107,0.026557879522442818,0.019811349995434272,0.9972826242446899,1.0,1.0,0.9975490570068359,0.9987499999999998,0.017631888370960958,0.2274765968322754,0.25170794129371643,0.2804841697216034,0.24033525586128235,368.0,401.0,423.0,408.0,1600
6,100,0.030683428049087524,0.020963424816727638,0.01578308269381523,0.026032131165266037,0.023276953268796193,0.9974998831748962,1.0,1.0,0.9972972869873047,0.9987499999999999,0.020368063151836396,0.22758342325687408,0.2516630291938782,0.280391126871109,0.24036625027656555,400.0,432.0,398.0,370.0,1600
6,150,0.01942906156182289,0.022059541195631027,0.019560007378458977,0.02692069485783577,0.02203909921982445,1.0,1.0,1.0,0.9975308775901794,0.9993730407523511,0.01927813228254782,0.22759968042373657,0.2516118288040161,0.2803174555301666,0.2404741644859314,376.0,409.0,405.0,405.0,1595
7,50,0.028190838173031807,0.018650846555829048,0.01976073905825615,0.0309037733823061,0.024659022297710182,0.9949495792388916,1.0,1.0,1.0,0.9987499999999999,0.020845398940145966,0.22756989300251007,0.25162777304649353,0.28029927611351013,0.2405073493719101,396.0,364.0,400.0,440.0,1600
7,100,0.02808806113898754,0.02417472004890442,0.01779928058385849,0.024609949439764023,0.02360359579324723,1.0,1.0,1.0,1.0,1.0,0.021212538667023176,0.22759336233139038,0.2515808641910553,0.28023895621299744,0.2405913770198822,379.0,422.0,403.0,396.0,1600
7,150,0.028951521962881088,0.026665985584259033,0.021124104037880898,0.03533313423395157,0.027963449118139225,0.9975248575210571,1.0,1.0,0.9974228739738464,0.9987460815047021,0.024351238549269474,0.22760623693466187,0.25160297751426697,0.2801561653614044,0.24063178896903992,404.0,403.0,400.0,388.0,1595
8,50,0.03866414725780487,0.030493518337607384,0.026062848046422005,0.044480372220277786,0.03492167204618456,0.9898478388786316,1.0,1.0,0.9925926923751831,0.9956249999999998,0.03103247828781605,0.2275821715593338,0.25160887837409973,0.27999594807624817,0.24081279337406158,394.0,395.0,406.0,405.0,1600
8,100,0.0459447018802166,0.03246508538722992,0.027880217880010605,0.04718084633350372,0.038329840563237655,0.9926651120185852,1.0,1.0,0.9948979616165161,0.9968750000000001,0.03277431212365626,0.22771795094013214,0.2515312135219574,0.2797901928424835,0.24096323549747467,409.0,385.0,414.0,392.0,1600
8,150,0.046051181852817535,0.04469558596611023,0.03260047733783722,0.07202593237161636,0.04892680965434047,0.9950371384620667,0.9951691031455994,0.9973822236061096,0.9823233485221863,0.9924764894019099,0.045538042583809356,0.22776107490062714,0.2515062987804413,0.27946293354034424,0.24125781655311584,403.0,414.0,382.0,396.0,1595
9,50,0.0829414576292038,0.06376796960830688,0.052353523671627045,0.08546182513237,0.0714700701832771,0.9783133268356323,0.9844961762428284,0.9897697567939758,0.9852578639984131,0.9843749999999997,0.0627995156496763,0.22755131125450134,0.2514951527118683,0.2792508900165558,0.24171441793441772,415.0,387.0,391.0,407.0,1600
9,100,0.06242634356021881,0.06632210314273834,0.06585530191659927,0.14831814169883728,0.08692124743014572,0.979643702507019,0.9863761067390442,0.988009512424469,0.9432624578475952,0.9737500000000001,0.07674593999981881,0.2274131029844284,0.2513720691204071,0.2787391245365143,0.24251866340637207,393.0,367.0,417.0,423.0,1600
9,150,0.14987298846244812,0.12393901497125626,0.058181796222925186,0.1510489135980606,0.12011587782339612,0.9466020464897156,0.9650872349739075,0.9926648736000061,0.9383378028869629,0.9611285263841801,0.10787591685695706,0.22698241472244263,0.2515805661678314,0.27757322788238525,0.2437819242477417,412.0,401.0,409.0,373.0,1595
