epoch,batch,loss_group:0,loss_group:1,loss_group:2,loss_group:3,loss_avg,acc_group:0,acc_group:1,acc_group:2,acc_group:3,acc_avg,objective,count_group:0,count_group:1,count_group:2,count_group:3,count
0,38,0.1560586541891098,0.6016718745231628,1.613928198814392,0.7003383636474609,0.3101644593775584,0.9802744388580322,0.6847826242446899,0.089285708963871,0.6310311555862427,0.8815432745174773,0.3101644593775584,3498.0,184.0,56.0,1057.0,4795
1,38,0.043864522129297256,0.7701913118362427,1.4244905710220337,0.22194842994213104,0.1271166351869531,0.9965694546699524,0.5706520676612854,0.2678571939468384,0.9280983805656433,0.9566214805474744,0.1271166351869531,3498.0,184.0,56.0,1057.0,4795
2,38,0.032261401414871216,0.4776441752910614,1.1524866819381714,0.18369928002357483,0.09581778287514654,0.9968553781509399,0.7717392444610596,0.4285714626312256,0.9337748289108276,0.9676746610804572,0.09581778287514654,3498.0,184.0,56.0,1057.0,4795
3,38,0.02338263764977455,0.31758174300193787,0.7169058918952942,0.1241820752620697,0.0649915912616862,0.9982846975326538,0.8858695030212402,0.6785715818405151,0.9574266076087952,0.9812304483837332,0.0649915912616862,3498.0,184.0,56.0,1057.0,4795
4,38,0.01737918145954609,0.2398369461297989,0.6001354455947876,0.0936950221657753,0.0495444442443666,0.9988566040992737,0.929347813129425,0.75,0.9735099077224731,0.9876955161626696,0.0495444442443666,3498.0,184.0,56.0,1057.0,4795
5,38,0.016345521435141563,0.1881256401538849,0.3620443046092987,0.0637020543217659,0.03741382650867869,0.9997140765190125,0.9673913717269897,0.839285671710968,0.9858089089393616,0.9935349319227298,0.03741382650867869,3498.0,184.0,56.0,1057.0,4795
6,38,0.012003976851701736,0.12681277096271515,0.2805643379688263,0.053028654307127,0.028589435802759047,1.0,0.9619566202163696,0.8928571939468384,0.9905393123626709,0.9952033365108421,0.028589435802759047,3498.0,184.0,56.0,1057.0,4795
7,38,0.011072376742959023,0.07971940189599991,0.2152334600687027,0.04373377561569214,0.02329076453033404,1.0,1.0,0.946428656578064,0.9962155818939209,0.9985401459854015,0.02329076453033404,3498.0,184.0,56.0,1057.0,4795
8,38,0.01028157863765955,0.0822153091430664,0.1893150359392166,0.03452493995428085,0.02047697546288791,0.9997140765190125,0.9891304969787598,0.946428656578064,0.9971618056297302,0.9981230448383734,0.02047697546288791,3498.0,184.0,56.0,1057.0,4795
9,38,0.008490664884448051,0.05161034315824509,0.1561354249715805,0.034534551203250885,0.017610686707064685,1.0,1.0,0.9464285373687744,0.9981077909469604,0.9989572471324294,0.017610686707064685,3498.0,184.0,56.0,1057.0,4795
10,38,0.009272169321775436,0.05640094727277756,0.14276103675365448,0.028447508811950684,0.016866623382623055,0.9997140765190125,1.0,0.9464285969734192,0.9981077909469604,0.9987486965589153,0.016866623382623055,3498.0,184.0,56.0,1057.0,4795
11,38,0.008410215377807617,0.04133213683962822,0.1193983405828476,0.021548155695199966,0.013865851535538562,1.0,1.0,0.9642857313156128,0.9990540742874146,0.9993743482794575,0.013865851535538562,3498.0,184.0,56.0,1057.0,4795
12,38,0.00847136415541172,0.04020613059401512,0.10163860023021698,0.02044088765978813,0.013415753614153557,1.0,1.0,0.9821429252624512,0.9990538954734802,0.9995828988529718,0.013415753614153557,3498.0,184.0,56.0,1057.0,4795
13,38,0.007575412280857563,0.030399633571505547,0.10311982035636902,0.020309068262577057,0.012374082444443511,1.0,1.0,0.9821429252624512,1.0,0.9997914494264857,0.012374082444443511,3498.0,184.0,56.0,1057.0,4795
14,38,0.007883820682764053,0.03243071585893631,0.09292159974575043,0.01928812824189663,0.012332850404479963,1.0,1.0,0.9821428656578064,1.0,0.999791449426486,0.012332850404479963,3498.0,184.0,56.0,1057.0,4795
15,38,0.008477107621729374,0.03798937052488327,0.08121780306100845,0.019964417442679405,0.0129913571821885,1.0,1.0,0.9821428656578064,1.0,0.9997914494264857,0.0129913571821885,3498.0,184.0,56.0,1057.0,4795
