epoch,batch,loss_group:0,loss_group:1,loss_avg,acc_group:0,acc_group:1,acc_avg,objective,weight_group:0,weight_group:1,count_group:0,count_group:1,count
0,50,0.48036178946495056,0.4793442487716675,0.4798333364725112,0.763329029083252,0.7617329359054565,0.7625,0.479342033267021,0.5011847615242004,0.4988100826740265,769.0,831.0,1600
0,100,0.17186540365219116,0.16034696996212006,0.16612780541181565,0.9452056288719177,0.9498116970062256,0.9475000000000002,0.16572149932384483,0.5005072355270386,0.4995615780353546,803.0,797.0,1600
0,150,0.09550565481185913,0.07680508494377136,0.0862722349911928,0.9703702926635742,0.9835442900657654,0.976875,0.08696490343660113,0.501669704914093,0.49829497933387756,810.0,790.0,1600
0,200,0.0769771859049797,0.06869269907474518,0.07284529697149991,0.9788029193878174,0.9874687194824219,0.9831249999999999,0.07247521569952368,0.5038636326789856,0.49606606364250183,802.0,798.0,1600
0,250,0.08025351166725159,0.06151232495903969,0.07074237752705806,0.9771574139595032,0.9876846671104431,0.9825000000000002,0.07293420661240811,0.5063502192497253,0.49364709854125977,788.0,812.0,1600
0,300,0.07212579995393753,0.05405893176794052,0.06314882518723604,0.9763975143432617,0.9874213337898254,0.981875,0.06225883871316908,0.5086697936058044,0.4913578927516937,805.0,795.0,1600
0,350,0.055134765803813934,0.038262736052274704,0.046614381708204734,0.9785354137420654,0.993811845779419,0.98625,0.04825336689129469,0.5104923844337463,0.48952704668045044,792.0,808.0,1600
0,400,0.03217960149049759,0.0321057103574276,0.0321425121091306,0.9912171363830566,0.9962640404701233,0.9937499999999999,0.03151717733591794,0.5116605162620544,0.48835787177085876,797.0,803.0,1600
0,450,0.038985054939985275,0.024660613387823105,0.0315632090345025,0.9883268475532532,0.9975873827934265,0.9931249999999999,0.03125837206840514,0.5128245949745178,0.48716145753860474,771.0,829.0,1600
0,500,0.02919549122452736,0.02410663105547428,0.02674648072570562,0.993975818157196,1.0,0.996875,0.026344648730009794,0.5139557123184204,0.4860461950302124,830.0,770.0,1600
0,550,0.025540070608258247,0.02229589968919754,0.023950422229245306,0.9950980544090271,0.9987245202064514,0.9968750000000001,0.023526435624808075,0.5142554044723511,0.48573559522628784,816.0,784.0,1600
0,600,0.021118490025401115,0.022926105186343193,0.022041504085063925,0.9961684942245483,0.9963281154632568,0.99625,0.021696940641850238,0.514249324798584,0.4857507646083832,783.0,817.0,1600
0,650,0.02840373106300831,0.019845912232995033,0.024237145604565743,0.9939098954200745,1.0,0.996875,0.023556636497378346,0.5148211717605591,0.48519235849380493,821.0,779.0,1600
0,700,0.019919786602258682,0.016049694269895554,0.017946039736270902,0.9936224818229675,1.0,0.9968749999999997,0.0179387405514717,0.5151306986808777,0.48486801981925964,784.0,816.0,1600
0,750,0.02597627229988575,0.022775130346417427,0.024393706992268567,0.9925835132598877,0.9987357258796692,0.995625,0.024654320459812883,0.5154743194580078,0.4845176339149475,809.0,791.0,1600
0,800,0.03827314451336861,0.02476484328508377,0.03135013809427619,0.9884614944458008,0.9987804293632507,0.9937500000000001,0.031008362043648954,0.5162962079048157,0.4837109446525574,780.0,820.0,1600
0,850,0.026934124529361725,0.025040248408913612,0.026003756057471034,0.9938575029373169,0.9974555373191833,0.9956249999999999,0.02605227770283819,0.5170003175735474,0.48299363255500793,814.0,786.0,1600
0,900,0.022976867854595184,0.017964651808142662,0.02052401734516024,0.9963281154632568,1.0,0.9981249999999998,0.020167591813951738,0.5174797773361206,0.4825108051300049,817.0,783.0,1600
0,950,0.02069843001663685,0.01895716041326523,0.01982997411862016,0.9962593913078308,1.0,0.9981249999999998,0.019781637620180842,0.5177651047706604,0.4822455048561096,802.0,798.0,1600
0,1000,0.026189034804701805,0.023102495819330215,0.024603328295052053,0.9922879934310913,0.9975669384002686,0.9949999999999999,0.023268126994371405,0.5181396007537842,0.48186057806015015,778.0,822.0,1600
0,1050,0.0225218553096056,0.01918651908636093,0.02083125534467399,0.9961977005004883,1.0,0.9981249999999999,0.021398635711520904,0.5182445049285889,0.4817541837692261,789.0,811.0,1600
0,1100,0.02654075436294079,0.021444739773869514,0.024037336781620972,0.9950860738754272,1.0,0.9974999999999998,0.02412523701786995,0.5187551975250244,0.48124459385871887,814.0,786.0,1600
0,1150,0.021687697619199753,0.02082567848265171,0.0212610008008778,0.9962870478630066,1.0,0.9981249999999998,0.021347202584147452,0.5188540816307068,0.48114824295043945,808.0,792.0,1600
0,1200,0.03493929281830788,0.02890348806977272,0.031883669700473544,0.9936708807945251,0.9987654685974121,0.99625,0.030520131532102816,0.5192005038261414,0.48080959916114807,790.0,810.0,1600
0,1250,0.02048388496041298,0.018792618066072464,0.019628738146275283,0.9987357258796692,1.0,0.9993750000000001,0.0194760238006711,0.5196054577827454,0.4803963899612427,791.0,809.0,1600
0,1300,0.026306219398975372,0.028571099042892456,0.027492452152073375,0.9960629940032959,0.9988068342208862,0.9975000000000002,0.02792678663507103,0.5195242166519165,0.4804600477218628,762.0,838.0,1600
0,1350,0.0319506973028183,0.02414112351834774,0.02813377283513546,0.996332585811615,1.0,0.9981249999999999,0.028488523047417395,0.519960880279541,0.48005911707878113,818.0,782.0,1600
0,1400,0.04350844398140907,0.0368429496884346,0.04020901937037706,0.9913365840911865,0.9987373352050781,0.9949999999999999,0.03995449464768173,0.520894467830658,0.4791255295276642,808.0,792.0,1600
0,1450,0.03267909958958626,0.030385570600628853,0.031502232886850834,0.9948652982711792,1.0,0.9974999999999998,0.031249141432344908,0.521300196647644,0.4787071943283081,779.0,821.0,1600
0,1500,0.044861409813165665,0.03636173531413078,0.040579694025218487,0.9911839365959167,0.9962780475616455,0.99375,0.041212858147919154,0.5218698382377625,0.478134423494339,794.0,806.0,1600
