epoch,batch,loss_group:0,loss_group:1,loss_group:2,loss_group:3,loss_avg,acc_group:0,acc_group:1,acc_group:2,acc_group:3,acc_avg,objective,alpha_group:0,alpha_group:1,alpha_group:2,alpha_group:3,count_group:0,count_group:1,count_group:2,count_group:3,count
0,38,0.4688723385334015,0.46005016565322876,0.3968085050582886,0.4925708472728729,0.45410334133194463,0.7663233876228333,0.803209662437439,0.8632687330245972,0.8034682273864746,0.8098018772286346,0.44969208052185716,0.2250959575176239,0.2519928216934204,0.2886941730976105,0.2343277931213379,1164.0,1184.0,1236.0,1211.0,4795
1,38,0.1789790242910385,0.14374470710754395,0.08228032290935516,0.24790015816688538,0.1630193258568691,0.9485231041908264,0.977492094039917,0.9813875555992126,0.918074369430542,0.9566214808458083,0.15743752576263156,0.22432923316955566,0.250112384557724,0.2884840667247772,0.237184077501297,1185.0,1244.0,1182.0,1184.0,4795
2,38,0.09625883400440216,0.07595545798540115,0.026007359847426414,0.17600059509277344,0.09349669470093423,0.970930278301239,0.9983619451522827,1.0,0.9292334318161011,0.9747653803064624,0.08859711444632727,0.22473248839378357,0.2479042112827301,0.2832493782043457,0.24410371482372284,1204.0,1221.0,1183.0,1187.0,4795
3,38,0.058364417403936386,0.044672586023807526,0.01637340523302555,0.10531345009803772,0.05589145539994659,0.9894478917121887,1.0,1.0,0.9640411138534546,0.988529718456726,0.053936956045960736,0.22534063458442688,0.2465863972902298,0.2791728079319,0.24890051782131195,1232.0,1197.0,1198.0,1168.0,4795
4,38,0.04470206797122955,0.028516028076410294,0.013241823762655258,0.06287465244531631,0.0374944648009116,0.9949195981025696,1.0,1.0,0.9820700287818909,0.9941605839416059,0.03525904334335742,0.22559234499931335,0.24553267657756805,0.27645331621170044,0.2524551749229431,1181.0,1194.0,1193.0,1227.0,4795
5,38,0.03521993011236191,0.022243406623601913,0.01025193277746439,0.0475173257291317,0.02899178676967577,0.9941126704216003,1.0,1.0,0.9880192875862122,0.9954118873826899,0.02738424131765232,0.2259722352027893,0.24464726448059082,0.2748260796070099,0.25455909967422485,1189.0,1127.0,1227.0,1252.0,4795
6,38,0.02884496934711933,0.01776263676583767,0.009964476339519024,0.0370790958404541,0.023224939069515473,0.9983249306678772,1.0,1.0,0.9948320984840393,0.9983315954118873,0.02203717951869691,0.22661913931369781,0.24411442875862122,0.2733129858970642,0.2559366822242737,1194.0,1226.0,1214.0,1161.0,4795
7,38,0.02861308492720127,0.018134474754333496,0.007963690906763077,0.025531912222504616,0.020123024336892708,0.996710479259491,1.0,1.0,0.998292088508606,0.9987486965589153,0.0189639518474451,0.22706475853919983,0.24361182749271393,0.2723637521266937,0.2569338381290436,1216.0,1241.0,1167.0,1171.0,4795
8,38,0.01928129605948925,0.012236782349646091,0.009019681252539158,0.02464400976896286,0.016429975508431574,0.998348593711853,1.0,1.0,0.9991941452026367,0.9993743482794575,0.015701183389845125,0.22747404873371124,0.24319817125797272,0.27161213755607605,0.2577284574508667,1211.0,1155.0,1188.0,1241.0,4795
9,38,0.019441872835159302,0.012819808907806873,0.008052274584770203,0.021065857261419296,0.015327838020121467,0.9983580112457275,1.0,1.0,0.9991533160209656,0.9993743482794577,0.014702371047563051,0.22771921753883362,0.2428664118051529,0.2711205780506134,0.2583079934120178,1218.0,1184.0,1212.0,1181.0,4795
