epoch,batch,loss_group:0,loss_group:1,loss_group:2,loss_group:3,loss_avg,acc_group:0,acc_group:1,acc_group:2,acc_group:3,acc_avg,objective,count_group:0,count_group:1,count_group:2,count_group:3,count
0,500,0.152319073677063,0.05198599025607109,0.7643062472343445,2.1221213340759277,0.2141782814487815,0.9344165325164795,0.9880096316337585,0.6505191922187805,0.19354838132858276,0.9099999999999996,0.2141782814487815,1723.0,1668.0,578.0,31.0,4000
0,1000,0.13517066836357117,0.039723850786685944,0.5939267873764038,1.4703733921051025,0.1750395616451277,0.9371103644371033,0.9883002042770386,0.7692309021949768,0.2820512354373932,0.9275000000000002,0.1750395616451277,1765.0,1624.0,572.0,39.0,4000
0,1500,0.11754302680492401,0.029635056853294373,0.5019200444221497,1.5698033571243286,0.1431873596082441,0.94605553150177,0.9906046390533447,0.8213626742362976,0.43333330750465393,0.9442499999999995,0.1431873596082441,1724.0,1703.0,543.0,30.0,4000
0,2000,0.12065061181783676,0.032133787870407104,0.5107659697532654,1.799025297164917,0.15497359949816,0.9430668950080872,0.9919707179069519,0.8062827587127686,0.4117646813392639,0.9387500000000001,0.15497359949816,1774.0,1619.0,573.0,34.0,4000
0,2500,0.12760518491268158,0.025368941947817802,0.477883517742157,1.2286529541015625,0.1475352536386342,0.9454755187034607,0.9933212399482727,0.814189076423645,0.4324323832988739,0.9409999999999994,0.1475352536386342,1724.0,1647.0,592.0,37.0,4000
0,3000,0.11480745673179626,0.02648741751909256,0.41915443539619446,1.4172232151031494,0.13565646859118713,0.9505674839019775,0.9926286935806274,0.8458845615386963,0.4390243589878082,0.9474999999999993,0.13565646859118713,1760.0,1628.0,571.0,41.0,4000
0,3500,0.10778885334730148,0.03296343982219696,0.44631680846214294,1.657867431640625,0.13836245185323068,0.9485982656478882,0.9900234341621399,0.829944372177124,0.46511632204055786,0.9450000000000002,0.13836245185323068,1712.0,1704.0,541.0,43.0,4000
0,4000,0.0901670753955841,0.02462822012603283,0.3856320381164551,1.3819857835769653,0.1148080901964567,0.9582883715629578,0.9936752319335938,0.862963080406189,0.39393940567970276,0.9547500000000003,0.1148080901964567,1846.0,1581.0,540.0,33.0,4000
0,4500,0.09904991835355759,0.03247027099132538,0.41930267214775085,1.1128109693527222,0.13116559349186724,0.9606431722640991,0.9872772097587585,0.8472229242324829,0.479166716337204,0.9490000000000003,0.13116559349186724,1804.0,1572.0,576.0,48.0,4000
0,5000,0.11151629686355591,0.033708080649375916,0.45763540267944336,1.5068657398223877,0.14086064654076486,0.953296959400177,0.9875151515007019,0.8178436160087585,0.2499999850988388,0.9417500000000003,0.14086064654076486,1820.0,1602.0,538.0,40.0,4000
0,5500,0.10929969698190689,0.01922479085624218,0.4399453103542328,1.0231178998947144,0.12262686963670412,0.9505223035812378,0.993834912776947,0.808988630771637,0.559999942779541,0.94675,0.12262686963670412,1819.0,1622.0,534.0,25.0,4000
0,6000,0.11335425823926926,0.022472184151411057,0.4047057628631592,1.6033787727355957,0.13131594541738745,0.9487635493278503,0.9940794706344604,0.8397209644317627,0.3589743971824646,0.9464999999999999,0.13131594541738745,1698.0,1689.0,574.0,39.0,4000
0,6500,0.0995916947722435,0.02653718926012516,0.4751417636871338,1.4731959104537964,0.13153270213818163,0.9578718543052673,0.9950829744338989,0.8078356385231018,0.4848484396934509,0.9489999999999997,0.13153270213818163,1804.0,1627.0,536.0,33.0,4000
0,7000,0.09206930547952652,0.024314386770129204,0.38821035623550415,1.344210147857666,0.11462857092637559,0.9661779999732971,0.9920971989631653,0.8581817150115967,0.4193548262119293,0.9577499999999994,0.11462857092637559,1774.0,1645.0,550.0,31.0,4000
0,7500,0.10724548250436783,0.027600189670920372,0.38285791873931885,1.5836238861083984,0.13141354250814735,0.9535674452781677,0.9918903708457947,0.8556872606277466,0.40476182103157043,0.9487499999999994,0.13141354250814735,1766.0,1603.0,589.0,42.0,4000
0,8000,0.10074251890182495,0.024341585114598274,0.3342289626598358,1.3475685119628906,0.11192229952244083,0.9551205635070801,0.9940508604049683,0.8786763548851013,0.3513513505458832,0.9555000000000001,0.11192229952244083,1738.0,1681.0,544.0,37.0,4000
0,8500,0.11505097895860672,0.022712085396051407,0.40039685368537903,1.3381083011627197,0.12965050814743162,0.9463245272636414,0.993910014629364,0.8587667346000671,0.4999999701976776,0.9492499999999998,0.12965050814743162,1714.0,1642.0,616.0,28.0,4000
0,9000,0.11004370450973511,0.018173230811953545,0.4011845290660858,1.7748048305511475,0.12073946293734479,0.9512054920196533,0.9958330988883972,0.8581689596176147,0.2380952388048172,0.9532500000000002,0.12073946293734479,1742.0,1680.0,557.0,21.0,4000
0,9500,0.10859262198209763,0.020360948517918587,0.4374609589576721,2.7149951457977295,0.13286811907682558,0.9542595744132996,0.9940623641014099,0.8410357236862183,0.19230769574642181,0.9507499999999994,0.13286811907682558,1749.0,1684.0,541.0,26.0,4000
0,10000,0.0859362855553627,0.01839378848671913,0.35912877321243286,1.3301749229431152,0.10198527736961836,0.9677242040634155,0.9951573610305786,0.8419045805931091,0.4615384638309479,0.9592499999999993,0.10198527736961836,1797.0,1652.0,525.0,26.0,4000
0,10500,0.10712464898824692,0.023059824481606483,0.374307781457901,1.466742753982544,0.12751267783576634,0.9515113830566406,0.9931976199150085,0.8735044598579407,0.3777778148651123,0.9504999999999998,0.12751267783576634,1753.0,1617.0,585.0,45.0,4000
