epoch,batch,loss_group:0,loss_group:1,loss_group:2,loss_group:3,loss_avg,acc_group:0,acc_group:1,acc_group:2,acc_group:3,acc_avg,objective,count_group:0,count_group:1,count_group:2,count_group:3,count
0,38,0.15994548797607422,0.6193341612815857,1.5322185754776,0.6861203908920288,0.3095892312659709,0.9945681691169739,0.7228260636329651,0.0357142873108387,0.5610217452049255,0.8773722627488613,0.3095892312659709,3498.0,184.0,56.0,1057.0,4795
1,38,0.04015407711267471,0.7156744599342346,1.5832295417785645,0.2514518201351166,0.1306753856608716,0.9971412420272827,0.5978261828422546,0.1785714030265808,0.9129611849784851,0.9537017728166114,0.1306753856608716,3498.0,184.0,56.0,1057.0,4795
2,38,0.03488393500447273,0.5157619118690491,1.0549334287643433,0.16813820600509644,0.09462409096539828,0.9977129697799683,0.7880435585975647,0.48214277625083923,0.9385054111480713,0.9705943691096544,0.09462409096539828,3498.0,184.0,56.0,1057.0,4795
3,38,0.024920541793107986,0.3478602468967438,0.7535198926925659,0.12661467492580414,0.06823923990316885,0.9997140765190125,0.8750000596046448,0.6428573131561279,0.958372950553894,0.9816475492324274,0.06823923990316885,3498.0,184.0,56.0,1057.0,4795
4,38,0.018055781722068787,0.22367164492607117,0.5723425149917603,0.09781952947378159,0.05000232602076312,0.9994282722473145,0.929347813129425,0.75,0.9678335785865784,0.9868613135702792,0.05000232602076312,3498.0,184.0,56.0,1057.0,4795
5,38,0.01625470072031021,0.17114748060703278,0.36341503262519836,0.061576373875141144,0.03624349505105469,1.0,0.9673913717269897,0.8571429252624512,0.9895931482315063,0.994786235662148,0.03624349505105469,3498.0,184.0,56.0,1057.0,4795
6,38,0.011327176354825497,0.0977226123213768,0.32451218366622925,0.05749959871172905,0.0284782459514606,0.9994281530380249,1.0,0.8571428060531616,0.9914852380752563,0.996037539239969,0.0284782459514606,3498.0,184.0,56.0,1057.0,4795
7,38,0.012942901812493801,0.10590863227844238,0.21425017714500427,0.04095393791794777,0.02503603330315153,1.0,0.9945651888847351,0.910714328289032,0.9952696561813354,0.9977059436913452,0.02503603330315153,3498.0,184.0,56.0,1057.0,4795
8,38,0.01007829885929823,0.070734903216362,0.2058776170015335,0.03483497351408005,0.02014990937512474,1.0,1.0,0.910714328289032,0.9971616864204407,0.9983315954118873,0.02014990937512474,3498.0,184.0,56.0,1057.0,4795
9,38,0.0092869121581316,0.05184955894947052,0.15565739572048187,0.030961327254772186,0.01740748107013787,1.0,1.0,0.9642857313156128,0.99810791015625,0.9991657977059436,0.01740748107013787,3498.0,184.0,56.0,1057.0,4795
10,38,0.008469544351100922,0.04477258771657944,0.1557880938053131,0.025570014491677284,0.015352713411073741,1.0,1.0,0.9464285373687744,0.9990538954734802,0.9991657974076097,0.015352713411073741,3498.0,184.0,56.0,1057.0,4795
11,38,0.007976765744388103,0.039203014224767685,0.11105769872665405,0.02078135870397091,0.01320150406706818,1.0,1.0,0.964285671710968,1.0,0.999582898852972,0.01320150406706818,3498.0,184.0,56.0,1057.0,4795
12,38,0.007599754724651575,0.03627924621105194,0.10791859775781631,0.022910859435796738,0.013247038371573526,1.0,1.0,0.9821428060531616,1.0,0.9997914494264861,0.013247038371573526,3498.0,184.0,56.0,1057.0,4795
13,38,0.00804747361689806,0.036132171750068665,0.08149628341197968,0.021008150652050972,0.012839998115665977,1.0,1.0,1.0,1.0,1.0,0.012839998115665977,3498.0,184.0,56.0,1057.0,4795
14,38,0.008201338350772858,0.030003618448972702,0.09475065022706985,0.02074495144188404,0.012813846961370787,1.0,1.0,0.9821429252624512,1.0,0.9997914494264857,0.012813846961370787,3498.0,184.0,56.0,1057.0,4795
15,38,0.008072844706475735,0.031391870230436325,0.093599334359169,0.018500356003642082,0.012265142456194289,1.0,1.0,0.9821428656578064,1.0,0.999791449128152,0.012265142456194289,3498.0,184.0,56.0,1057.0,4795
16,38,0.008291615173220634,0.03376491367816925,0.08289109915494919,0.01946587860584259,0.012603577354396534,1.0,1.0,1.0,1.0,1.0,0.012603577354396534,3498.0,184.0,56.0,1057.0,4795
17,38,0.008404710330069065,0.023041583597660065,0.07889494299888611,0.019637033343315125,0.012265649574446546,1.0,1.0,1.0,1.0,1.0,0.012265649574446546,3498.0,184.0,56.0,1057.0,4795
18,38,0.0089149484410882,0.027948183938860893,0.07532711327075958,0.01647084765136242,0.012086540738332383,1.0,1.0,1.0,1.0,1.0,0.012086540738332383,3498.0,184.0,56.0,1057.0,4795
