epoch,batch,loss_group:0,loss_group:1,loss_group:2,loss_group:3,loss_avg,acc_group:0,acc_group:1,acc_group:2,acc_group:3,acc_avg,objective,weight_group:0,weight_group:1,weight_group:2,weight_group:3,count_group:0,count_group:1,count_group:2,count_group:3,count
0,500,0.39490368962287903,0.3469970226287842,0.3137039542198181,0.38547834753990173,0.3606478479076183,0.8546512722969055,0.8596659302711487,0.8612537980079651,0.8165982961654663,0.8482500000000002,0.2927893824502824,0.26962798833847046,0.24098435044288635,0.2136845588684082,0.27541205286979675,1032.0,1019.0,973.0,976.0,4000
0,1000,0.31578847765922546,0.3383166193962097,0.37217947840690613,0.32720038294792175,0.338051492055878,0.8766043186187744,0.8847351670265198,0.8414631485939026,0.8701925277709961,0.8682500000000005,0.2560042263865474,0.2819148302078247,0.24206747114658356,0.19161982834339142,0.2846846878528595,1013.0,963.0,984.0,1040.0,4000
0,1500,0.327299028635025,0.2746817171573639,0.3417206406593323,0.2704103887081146,0.30381377322599296,0.8686057925224304,0.8944617509841919,0.8707149624824524,0.8926831483840942,0.8814999999999992,0.22987098180688906,0.29482707381248474,0.23878879845142365,0.201119527220726,0.2664906978607178,997.0,957.0,1021.0,1025.0,4000
0,2000,0.2993326187133789,0.2582895755767822,0.31953248381614685,0.29003411531448364,0.2916302964389323,0.8846883773803711,0.8992094993591309,0.8806580305099487,0.8799582123756409,0.8862499999999994,0.2310493971696123,0.3321480453014374,0.21143513917922974,0.2158322036266327,0.24155285954475403,1058.0,1012.0,972.0,958.0,4000
0,2500,0.3060259222984314,0.258382648229599,0.3531680405139923,0.24904735386371613,0.2914617498312148,0.8805969953536987,0.8993968367576599,0.8743909001350403,0.9077814221382141,0.8907499999999988,0.2246613391749562,0.3412400186061859,0.19902949035167694,0.23490385711193085,0.22649942338466644,938.0,994.0,1027.0,1041.0,4000
0,3000,0.27346983551979065,0.26079583168029785,0.30152639746665955,0.2763853967189789,0.278332371518016,0.8821133375167847,0.8941530585289001,0.8864294290542603,0.9086292386054993,0.8927500000000006,0.21632107164524503,0.37370702624320984,0.1673598289489746,0.2554851770401001,0.20421257615089417,984.0,992.0,1039.0,985.0,4000
0,3500,0.3033258020877838,0.22683262825012207,0.31194156408309937,0.2399836778640747,0.2703621190674598,0.8814230561256409,0.9111329317092896,0.8852792978286743,0.9274771213531494,0.9012500000000001,0.20358447255566733,0.3939990699291229,0.14082184433937073,0.28928858041763306,0.1763310581445694,1012.0,1024.0,985.0,979.0,4000
0,4000,0.2757801413536072,0.23257914185523987,0.27015361189842224,0.2214455008506775,0.24948911008611308,0.8774665594100952,0.9123662710189819,0.8993964195251465,0.9173228740692139,0.9020000000000001,0.21105172694101923,0.395975798368454,0.1399502009153366,0.3065185844898224,0.15864117443561554,963.0,1027.0,994.0,1016.0,4000
0,4500,0.26718783378601074,0.23416735231876373,0.2910929322242737,0.20691648125648499,0.25001252424903214,0.8968254923820496,0.9122982621192932,0.8915420770645142,0.9216078519821167,0.9055000000000003,0.20332652565743772,0.42311954498291016,0.11276812851428986,0.33906468749046326,0.12572474777698517,1008.0,992.0,1005.0,995.0,4000
0,5000,0.24079227447509766,0.2196008861064911,0.23010103404521942,0.2336053103208542,0.23077759490162117,0.9013645052909851,0.915479302406311,0.9229980707168579,0.9196074604988098,0.9149999999999997,0.1798704600324853,0.4359068274497986,0.1057671457529068,0.3472004532814026,0.11154285073280334,953.0,1053.0,974.0,1020.0,4000
0,5500,0.20849940180778503,0.2125663310289383,0.23244546353816986,0.2410126030445099,0.22394692715164266,0.9150458574295044,0.919670581817627,0.9343628287315369,0.9212597012519836,0.9227499999999996,0.16075253593921676,0.44028714299201965,0.10179993510246277,0.33748671412467957,0.12075309455394745,977.0,971.0,1036.0,1016.0,4000
0,6000,0.2218543291091919,0.19136327505111694,0.24604317545890808,0.2283003181219101,0.22219571798341345,0.9022706747055054,0.9288703203201294,0.9083503484725952,0.9218301773071289,0.91525,0.17160619899351126,0.4392271339893341,0.09548696130514145,0.3441281318664551,0.12227630615234375,1013.0,956.0,982.0,1049.0,4000
0,6500,0.2486858069896698,0.22543758153915405,0.2539052367210388,0.23357507586479187,0.24031977795250706,0.9049018621444702,0.9120550155639648,0.9199182391166687,0.922535240650177,0.9147500000000002,0.18743606135994204,0.43404558300971985,0.09646092355251312,0.34792637825012207,0.1217748373746872,1020.0,1012.0,974.0,994.0,4000
0,7000,0.21168780326843262,0.23127079010009766,0.23654210567474365,0.23360154032707214,0.2281341993436217,0.9138942360877991,0.9198435544967651,0.9121212959289551,0.9253886938095093,0.9177500000000003,0.179790689731948,0.44951131939888,0.08366016298532486,0.34584397077560425,0.12202338874340057,1022.0,1023.0,990.0,965.0,4000
0,7500,0.21610096096992493,0.22669994831085205,0.2362162470817566,0.2117912322282791,0.22269098557345576,0.909178614616394,0.9160000681877136,0.9173387289047241,0.9321691393852234,0.9184999999999999,0.16648425818979748,0.43911212682724,0.08997143059968948,0.3524327874183655,0.11858275532722473,1035.0,1000.0,992.0,973.0,4000
0,8000,0.2021186500787735,0.1892038732767105,0.24287337064743042,0.20576177537441254,0.20989236171823028,0.9215119481086731,0.9315894842147827,0.9202020168304443,0.9359754920005798,0.9272499999999997,0.16736573848221445,0.4372071325778961,0.09475425630807877,0.3567885458469391,0.11175625771284103,1032.0,994.0,990.0,984.0,4000
0,8500,0.23340542614459991,0.16429507732391357,0.2167002409696579,0.21056342124938965,0.20635302584432064,0.9058599472045898,0.933200478553772,0.9225875735282898,0.9151037931442261,0.9189999999999994,0.16133242372795928,0.4388027489185333,0.09242889285087585,0.3659113943576813,0.10367309302091599,1041.0,1003.0,943.0,1013.0,4000
0,9000,0.21830660104751587,0.20045839250087738,0.2256462126970291,0.22059869766235352,0.21613662991579616,0.9121420979499817,0.9277231097221375,0.9161419868469238,0.9178887009620667,0.9184999999999993,0.16473773746052764,0.4441104829311371,0.09049416333436966,0.3657667338848114,0.09976514428853989,1013.0,1010.0,954.0,1023.0,4000
0,9500,0.20345112681388855,0.21406039595603943,0.17670786380767822,0.20068098604679108,0.19864233896974476,0.915769100189209,0.9216868877410889,0.9358977675437927,0.932920515537262,0.926499999999999,0.1574502854254097,0.4573746919631958,0.0883624255657196,0.3520105183124542,0.10233557969331741,1021.0,996.0,1014.0,969.0,4000
0,10000,0.2057323008775711,0.21457074582576752,0.18798187375068665,0.25072458386421204,0.21415334012545612,0.9236712455749512,0.9251012206077576,0.9392156600952148,0.9164055585861206,0.9262500000000006,0.15938627876620756,0.44108301401138306,0.0919322669506073,0.3651334047317505,0.10231832414865494,1035.0,988.0,1020.0,957.0,4000
0,10500,0.20239824056625366,0.18558087944984436,0.20897503197193146,0.19327035546302795,0.19773448847420502,0.9228487014770508,0.9340311884880066,0.9233039617538452,0.9311701059341431,0.9277499999999999,0.15229909968096753,0.45232224464416504,0.08181479573249817,0.3576236665248871,0.10877654701471329,1011.0,955.0,1017.0,1017.0,4000
0,11000,0.19605322182178497,0.18626205623149872,0.22275932133197784,0.1816534847021103,0.19657290602941066,0.9221789240837097,0.9280078411102295,0.9253575801849365,0.930611789226532,0.926499999999999,0.15618203778797754,0.45946845412254333,0.07653456926345825,0.35687190294265747,0.10742820054292679,1028.0,1014.0,978.0,980.0,4000
0,11500,0.20867866277694702,0.1671188622713089,0.21531090140342712,0.18273547291755676,0.19323865701816983,0.9114952683448792,0.9367586374282837,0.9163305759429932,0.9486678242683411,0.9284999999999993,0.15700538250524562,0.46656185388565063,0.0666123479604721,0.36620020866394043,0.10104358196258545,983.0,1012.0,992.0,1013.0,4000
0,12000,0.19787639379501343,0.1850149780511856,0.2115952968597412,0.17570213973522186,0.19213277952652408,0.9125247597694397,0.9269036054611206,0.9276729226112366,0.9478672742843628,0.9289999999999998,0.16752486819587642,0.48356056213378906,0.06133599206805229,0.36891600489616394,0.08655402064323425,1006.0,985.0,954.0,1055.0,4000
0,12500,0.208822101354599,0.17290256917476654,0.20783664286136627,0.15047824382781982,0.18466587334126222,0.9182115793228149,0.9347385764122009,0.9274946451187134,0.9580487608909607,0.9349999999999995,0.15358746984507907,0.486350417137146,0.06161079555749893,0.37840110063552856,0.07361362129449844,917.0,996.0,1062.0,1025.0,4000
0,13000,0.20268593728542328,0.17369528114795685,0.23653462529182434,0.2587862014770508,0.2180436845887451,0.9170824885368347,0.9355487823486328,0.9132598638534546,0.9122633934020996,0.9195,0.1847584940427916,0.500708281993866,0.05172331631183624,0.3761119842529297,0.0717746913433075,1001.0,993.0,1003.0,1003.0,4000
0,13500,0.17608597874641418,0.22950738668441772,0.20866678655147552,0.1749282032251358,0.19765522377751765,0.9195401668548584,0.9117063283920288,0.9253153800964355,0.9412347674369812,0.9245000000000008,0.1532728695846165,0.48577117919921875,0.052778031677007675,0.38908588886260986,0.07331623882055283,957.0,1008.0,1031.0,1004.0,4000
0,14000,0.19748519361019135,0.18484140932559967,0.193280428647995,0.26219382882118225,0.20935243445076063,0.927722692489624,0.9239352345466614,0.9328062534332275,0.9213712215423584,0.9264999999999998,0.1622870835913345,0.48531290888786316,0.054448407143354416,0.3870818018913269,0.07407617568969727,1010.0,986.0,1012.0,992.0,4000
0,14500,0.19149717688560486,0.19043931365013123,0.21953894197940826,0.15985876321792603,0.19025331787578786,0.9252526760101318,0.9195172190666199,0.927218496799469,0.9595262408256531,0.932999999999999,0.14926658302685258,0.4909340739250183,0.052110981196165085,0.38541850447654724,0.07168079912662506,990.0,994.0,1003.0,1013.0,4000
0,15000,0.18743301928043365,0.1490999460220337,0.19837652146816254,0.2074546217918396,0.1851637394558639,0.9185187220573425,0.9494277238845825,0.9290711283683777,0.9314117431640625,0.9325000000000003,0.14641331390664,0.4955786168575287,0.0523202046751976,0.38546401262283325,0.06719975173473358,945.0,1048.0,1001.0,1006.0,4000
0,15500,0.18599240481853485,0.1656367927789688,0.21830403804779053,0.18205863237380981,0.1879028803175316,0.9244918823242188,0.9375622272491455,0.9181813597679138,0.9483470916748047,0.9319999999999997,0.15563549310155203,0.5011857151985168,0.047683801501989365,0.38262370228767395,0.06861411780118942,1033.0,1009.0,990.0,968.0,4000
0,16000,0.19460152089595795,0.14722977578639984,0.1911850869655609,0.15784616768360138,0.17284003399126224,0.9271137118339539,0.9391564726829529,0.9413548111915588,0.9470406174659729,0.9385000000000001,0.14256121903937286,0.49400651454925537,0.04056618735194206,0.40736785531044006,0.05824417248368263,1029.0,1019.0,989.0,963.0,4000
0,16500,0.20232079923152924,0.15759049355983734,0.22946424782276154,0.18473032116889954,0.19345438442938037,0.91633540391922,0.9434158802032471,0.9148719906806946,0.9408957958221436,0.9289999999999998,0.15921570880943917,0.5066508650779724,0.03865274414420128,0.40392571687698364,0.05126338452100754,1004.0,972.0,975.0,1049.0,4000
0,17000,0.18651743233203888,0.20350350439548492,0.20387521386146545,0.23824720084667206,0.20825771230738624,0.9219214916229248,0.915550708770752,0.9293530583381653,0.9346339106559753,0.9254999999999999,0.15681124939466817,0.49882858991622925,0.035834167152643204,0.41137808561325073,0.05449741333723068,999.0,971.0,1005.0,1025.0,4000
0,17500,0.1819130778312683,0.17417959868907928,0.1910676211118698,0.16394034028053284,0.17773663161089634,0.9235352873802185,0.9384162425994873,0.9317024946212769,0.9534887671470642,0.9367500000000001,0.13815302243875371,0.5037316679954529,0.03722352534532547,0.4046146273612976,0.05468306690454483,1007.0,1023.0,981.0,989.0,4000
